Provider,Device,Sub-device,Standardized Model,MSRP,Specification,Storage (GB),Storage Type,Connectivity,Material,Max. Trade-In Value (RM),Model_Year,Chipset,Screen Size,Case Size,Charging Method,RAM Configurations (GB),RAM Min (GB),Mac Storage Category,Mac Generation
Machines,iPad,iPad,iPad 11,2299.0,,128.0,Unknown,Wi-Fi + Cellular,,800.0,2025,A16,11.0,,,,,,Unknown
Machines,iPad,iPad,iPad 11,2699.0,,256.0,Unknown,Wi-Fi + Cellular,,1000.0,2025,A16,11.0,,,,,,Unknown
Machines,iPad,iPad,iPad 11,3499.0,,512.0,Unknown,Wi-Fi + Cellular,,1325.0,2025,A16,11.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 4 10.9-inch A14 (2020),2499.0,,64.0,Unknown,Wi-Fi,,550.0,2020,A14 Bionic,10.9,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 4 10.9-inch A14 (2020),3199.0,,256.0,Unknown,Wi-Fi,,725.0,2020,A14 Bionic,10.9,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 4 10.9-inch A14 (2020),3199.0,,64.0,Unknown,Wi-Fi + Cellular,,720.0,2020,A14 Bionic,10.9,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 4 10.9-inch A14 (2020),3899.0,,256.0,Unknown,Wi-Fi + Cellular,,845.0,2020,A14 Bionic,10.9,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 5 10.9-inch M1 (2022),2499.0,,64.0,Unknown,Wi-Fi,,835.0,2022,M1,10.9,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 5 10.9-inch M1 (2022),3199.0,,256.0,Unknown,Wi-Fi,,975.0,2022,M1,10.9,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 5 10.9-inch M1 (2022),3199.0,,64.0,Unknown,Wi-Fi + Cellular,,975.0,2022,M1,10.9,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 5 10.9-inch M1 (2022),3899.0,,256.0,Unknown,Wi-Fi + Cellular,,1075.0,2022,M1,10.9,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 6 11-inch M2 (2024),2999.0,,128.0,Unknown,Wi-Fi,,1150.0,2024,M2,11.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 6 11-inch M2 (2024),3499.0,,256.0,Unknown,Wi-Fi,,1375.0,2024,M2,11.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 6 11-inch M2 (2024),4499.0,,512.0,Unknown,Wi-Fi,,1575.0,2024,M2,11.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 6 11-inch M2 (2024),5499.0,,1024.0,Unknown,Wi-Fi,,1900.0,2024,M2,11.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 6 11-inch M2 (2024),3749.0,,128.0,Unknown,Wi-Fi + Cellular,,1350.0,2024,M2,11.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 6 11-inch M2 (2024),4249.0,,256.0,Unknown,Wi-Fi + Cellular,,1475.0,2024,M2,11.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 6 11-inch M2 (2024),5249.0,,512.0,Unknown,Wi-Fi + Cellular,,1800.0,2024,M2,11.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 6 11-inch M2 (2024),6249.0,,1024.0,Unknown,Wi-Fi + Cellular,,2050.0,2024,M2,11.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 6 13-inch M2 (2024),3999.0,,128.0,Unknown,Wi-Fi,,1250.0,2024,M2,13.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 6 13-inch M2 (2024),4499.0,,256.0,Unknown,Wi-Fi,,1425.0,2024,M2,13.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 6 13-inch M2 (2024),5499.0,,512.0,Unknown,Wi-Fi,,1750.0,2024,M2,13.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 6 13-inch M2 (2024),6499.0,,1024.0,Unknown,Wi-Fi,,2075.0,2024,M2,13.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 6 13-inch M2 (2024),4749.0,,128.0,Unknown,Wi-Fi + Cellular,,1525.0,2024,M2,13.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 6 13-inch M2 (2024),5249.0,,256.0,Unknown,Wi-Fi + Cellular,,1725.0,2024,M2,13.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 6 13-inch M2 (2024),6249.0,,512.0,Unknown,Wi-Fi + Cellular,,2075.0,2024,M2,13.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 6 13-inch M2 (2024),7249.0,,1024.0,Unknown,Wi-Fi + Cellular,,2300.0,2024,M2,13.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 7 11-inch M3 (2025),2799.0,,128.0,Unknown,Wi-Fi,,1225.0,2025,M3,11.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 7 11-inch M3 (2025),3199.0,,256.0,Unknown,Wi-Fi,,1425.0,2025,M3,11.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 7 11-inch M3 (2025),4099.0,,512.0,Unknown,Wi-Fi,,1825.0,2025,M3,11.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 7 11-inch M3 (2025),4999.0,,1024.0,Unknown,Wi-Fi,,2175.0,2025,M3,11.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 7 11-inch M3 (2025),3499.0,,128.0,Unknown,Wi-Fi + Cellular,,1600.0,2025,M3,11.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 7 11-inch M3 (2025),3899.0,,256.0,Unknown,Wi-Fi + Cellular,,1825.0,2025,M3,11.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 7 11-inch M3 (2025),4799.0,,512.0,Unknown,Wi-Fi + Cellular,,2200.0,2025,M3,11.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 7 11-inch M3 (2025),5699.0,,1024.0,Unknown,Wi-Fi + Cellular,,2575.0,2025,M3,11.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 7 13-inch M3 (2025),3699.0,,128.0,Unknown,Wi-Fi,,1600.0,2025,M3,13.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 7 13-inch M3 (2025),4099.0,,256.0,Unknown,Wi-Fi,,1800.0,2025,M3,13.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 7 13-inch M3 (2025),4999.0,,512.0,Unknown,Wi-Fi,,2050.0,2025,M3,13.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 7 13-inch M3 (2025),5899.0,,1024.0,Unknown,Wi-Fi,,2400.0,2025,M3,13.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 7 13-inch M3 (2025),4399.0,,128.0,Unknown,Wi-Fi + Cellular,,1875.0,2025,M3,13.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 7 13-inch M3 (2025),4799.0,,256.0,Unknown,Wi-Fi + Cellular,,2100.0,2025,M3,13.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 7 13-inch M3 (2025),5699.0,,512.0,Unknown,Wi-Fi + Cellular,,2400.0,2025,M3,13.0,,,,,,Unknown
Machines,iPad,iPad Air,iPad Air 7 13-inch M3 (2025),6599.0,,1024.0,Unknown,Wi-Fi + Cellular,,2700.0,2025,M3,13.0,,,,,,Unknown
Machines,iPad,iPad mini,iPad Mini 6,2299.0,,64.0,Unknown,Wi-Fi,,585.0,2021,A15 Bionic,8.3,,,,,,Unknown
Machines,iPad,iPad mini,iPad Mini 6,2949.0,,256.0,Unknown,Wi-Fi,,775.0,2021,A15 Bionic,8.3,,,,,,Unknown
Machines,iPad,iPad mini,iPad Mini 6,2949.0,,64.0,Unknown,Wi-Fi + Cellular,,775.0,2021,A15 Bionic,8.3,,,,,,Unknown
Machines,iPad,iPad mini,iPad Mini 6,3599.0,,256.0,Unknown,Wi-Fi + Cellular,,925.0,2021,A15 Bionic,8.3,,,,,,Unknown
Machines,iPad,iPad mini,iPad Mini 7,2199.0,,128.0,Unknown,Wi-Fi,,850.0,2024,A17 Pro,8.3,,,,,,Unknown
Machines,iPad,iPad mini,iPad Mini 7,2599.0,,256.0,Unknown,Wi-Fi,,1010.0,2024,A17 Pro,8.3,,,,,,Unknown
Machines,iPad,iPad mini,iPad Mini 7,3499.0,,512.0,Unknown,Wi-Fi,,1375.0,2024,A17 Pro,8.3,,,,,,Unknown
Machines,iPad,iPad mini,iPad Mini 7,2899.0,,128.0,Unknown,Wi-Fi + Cellular,,1050.0,2024,A17 Pro,8.3,,,,,,Unknown
Machines,iPad,iPad mini,iPad Mini 7,3299.0,,256.0,Unknown,Wi-Fi + Cellular,,1275.0,2024,A17 Pro,8.3,,,,,,Unknown
Machines,iPad,iPad mini,iPad Mini 7,4199.0,,512.0,Unknown,Wi-Fi + Cellular,,1475.0,2024,A17 Pro,8.3,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),3499.0,,128.0,Unknown,Wi-Fi,,700.0,2020,A12Z,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),3949.0,,256.0,Unknown,Wi-Fi,,775.0,2020,A12Z,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),4849.0,,512.0,Unknown,Wi-Fi,,900.0,2020,A12Z,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),5749.0,,1024.0,Unknown,Wi-Fi,,950.0,2020,A12Z,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),4149.0,,128.0,Unknown,Wi-Fi + Cellular,,775.0,2020,A12Z,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),4599.0,,256.0,Unknown,Wi-Fi + Cellular,,875.0,2020,A12Z,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),5499.0,,512.0,Unknown,Wi-Fi + Cellular,,1050.0,2020,A12Z,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),6399.0,,1024.0,Unknown,Wi-Fi + Cellular,,1075.0,2020,A12Z,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),4399.0,,128.0,Unknown,Wi-Fi,,900.0,2020,A12Z,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),4849.0,,256.0,Unknown,Wi-Fi,,1050.0,2020,A12Z,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),5749.0,,512.0,Unknown,Wi-Fi,,1175.0,2020,A12Z,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),6649.0,,1024.0,Unknown,Wi-Fi,,1275.0,2020,A12Z,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),5049.0,,128.0,Unknown,Wi-Fi + Cellular,,1050.0,2020,A12Z,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),5499.0,,256.0,Unknown,Wi-Fi + Cellular,,1175.0,2020,A12Z,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),6399.0,,512.0,Unknown,Wi-Fi + Cellular,,1325.0,2020,A12Z,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),7299.0,,1024.0,Unknown,Wi-Fi + Cellular,,1400.0,2020,A12Z,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),3499.0,,128.0,Unknown,Wi-Fi,,975.0,2021,M1,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),3949.0,,256.0,Unknown,Wi-Fi,,1150.0,2021,M1,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),4849.0,,512.0,Unknown,Wi-Fi,,1275.0,2021,M1,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),6649.0,,1024.0,Unknown,Wi-Fi,,1325.0,2021,M1,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),8449.0,,2048.0,Unknown,Wi-Fi,,1525.0,2021,M1,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),4149.0,,128.0,Unknown,Wi-Fi + Cellular,,1075.0,2021,M1,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),4599.0,,256.0,Unknown,Wi-Fi + Cellular,,1275.0,2021,M1,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),5499.0,,512.0,Unknown,Wi-Fi + Cellular,,1425.0,2021,M1,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),7299.0,,1024.0,Unknown,Wi-Fi + Cellular,,1525.0,2021,M1,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),9099.0,,2048.0,Unknown,Wi-Fi + Cellular,,1700.0,2021,M1,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),4799.0,,128.0,Unknown,Wi-Fi,,1150.0,2021,M1,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),5249.0,,256.0,Unknown,Wi-Fi,,1250.0,2021,M1,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),6149.0,,512.0,Unknown,Wi-Fi,,1350.0,2021,M1,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),7949.0,,1024.0,Unknown,Wi-Fi,,1475.0,2021,M1,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),9749.0,,2048.0,Unknown,Wi-Fi,,1700.0,2021,M1,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),5449.0,,128.0,Unknown,Wi-Fi + Cellular,,1225.0,2021,M1,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),5899.0,,256.0,Unknown,Wi-Fi + Cellular,,1325.0,2021,M1,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),6799.0,,512.0,Unknown,Wi-Fi + Cellular,,1475.0,2021,M1,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),8599.0,,1024.0,Unknown,Wi-Fi + Cellular,,1625.0,2021,M1,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),10399.0,,2048.0,Unknown,Wi-Fi + Cellular,,1775.0,2021,M1,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),3899.0,,128.0,Unknown,Wi-Fi,,1175.0,2022,M2,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),4399.0,,256.0,Unknown,Wi-Fi,,1325.0,2022,M2,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),5399.0,,512.0,Unknown,Wi-Fi,,1525.0,2022,M2,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),7399.0,,1024.0,Unknown,Wi-Fi,,1650.0,2022,M2,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),9399.0,,2048.0,Unknown,Wi-Fi,,1900.0,2022,M2,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),4649.0,,128.0,Unknown,Wi-Fi + Cellular,,1350.0,2022,M2,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),5149.0,,256.0,Unknown,Wi-Fi + Cellular,,1475.0,2022,M2,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),6149.0,,512.0,Unknown,Wi-Fi + Cellular,,1650.0,2022,M2,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),8149.0,,1024.0,Unknown,Wi-Fi + Cellular,,1750.0,2022,M2,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),10149.0,,2048.0,Unknown,Wi-Fi + Cellular,,2025.0,2022,M2,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),5399.0,,128.0,Unknown,Wi-Fi,,1400.0,2022,M2,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),5849.0,,256.0,Unknown,Wi-Fi,,1500.0,2022,M2,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),6749.0,,512.0,Unknown,Wi-Fi,,1625.0,2022,M2,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),8549.0,,1024.0,Unknown,Wi-Fi,,1825.0,2022,M2,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),10349.0,,2048.0,Unknown,Wi-Fi,,2025.0,2022,M2,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),6149.0,,128.0,Unknown,Wi-Fi + Cellular,,1525.0,2022,M2,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),6599.0,,256.0,Unknown,Wi-Fi + Cellular,,1650.0,2022,M2,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),7499.0,,512.0,Unknown,Wi-Fi + Cellular,,1800.0,2022,M2,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),9299.0,,1024.0,Unknown,Wi-Fi + Cellular,,1875.0,2022,M2,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),11099.0,,2048.0,Unknown,Wi-Fi + Cellular,,2075.0,2022,M2,12.9,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M4 (2024),5299.0,,256.0,Unknown,Wi-Fi,,1750.0,2024,M4,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M4 (2024),6299.0,,512.0,Unknown,Wi-Fi,,2125.0,2024,M4,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M4 (2024),8299.0,,1024.0,Unknown,Wi-Fi,,2625.0,2024,M4,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M4 (2024),10299.0,,2048.0,Unknown,Wi-Fi,,3150.0,2024,M4,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M4 (2024),6299.0,,256.0,Unknown,Wi-Fi + Cellular,,2050.0,2024,M4,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M4 (2024),7299.0,,512.0,Unknown,Wi-Fi + Cellular,,2375.0,2024,M4,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M4 (2024),9299.0,,1024.0,Unknown,Wi-Fi + Cellular,,2900.0,2024,M4,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M4 (2024),11299.0,,2048.0,Unknown,Wi-Fi + Cellular,,3450.0,2024,M4,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 13-inch M4 (2024),6299.0,,256.0,Unknown,Wi-Fi,,2175.0,2024,M4,13.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 13-inch M4 (2024),7299.0,,512.0,Unknown,Wi-Fi,,2600.0,2024,M4,13.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 13-inch M4 (2024),9299.0,,1024.0,Unknown,Wi-Fi,,3175.0,2024,M4,13.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 13-inch M4 (2024),11299.0,,2048.0,Unknown,Wi-Fi,,3725.0,2024,M4,13.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 13-inch M4 (2024),7299.0,,256.0,Unknown,Wi-Fi + Cellular,,2575.0,2024,M4,13.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 13-inch M4 (2024),8299.0,,512.0,Unknown,Wi-Fi + Cellular,,2950.0,2024,M4,13.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 13-inch M4 (2024),10299.0,,1024.0,Unknown,Wi-Fi + Cellular,,3550.0,2024,M4,13.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 13-inch M4 (2024),12299.0,,2048.0,Unknown,Wi-Fi + Cellular,,4100.0,2024,M4,13.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M5 (2025),4499.0,,256.0,Unknown,Wi-Fi,,2550.0,2025,M5,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M5 (2025),5399.0,,512.0,Unknown,Wi-Fi,,3100.0,2025,M5,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M5 (2025),7199.0,,1024.0,Unknown,Wi-Fi,,3950.0,2025,M5,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M5 (2025),8999.0,,2048.0,Unknown,Wi-Fi,,4950.0,2025,M5,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M5 (2025),5399.0,,256.0,Unknown,Wi-Fi + Cellular,,3100.0,2025,M5,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M5 (2025),6299.0,,512.0,Unknown,Wi-Fi + Cellular,,3575.0,2025,M5,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M5 (2025),8099.0,,1024.0,Unknown,Wi-Fi + Cellular,,4425.0,2025,M5,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 11-inch M5 (2025),9899.0,,2048.0,Unknown,Wi-Fi + Cellular,,5425.0,2025,M5,11.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 13-inch M5 (2025),5499.0,,256.0,Unknown,Wi-Fi,,3275.0,2025,M5,13.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 13-inch M5 (2025),6399.0,,512.0,Unknown,Wi-Fi,,3800.0,2025,M5,13.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 13-inch M5 (2025),8199.0,,1024.0,Unknown,Wi-Fi,,4825.0,2025,M5,13.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 13-inch M5 (2025),9999.0,,2048.0,Unknown,Wi-Fi,,5825.0,2025,M5,13.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 13-inch M5 (2025),6399.0,,256.0,Unknown,Wi-Fi + Cellular,,3800.0,2025,M5,13.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 13-inch M5 (2025),7299.0,,512.0,Unknown,Wi-Fi + Cellular,,4300.0,2025,M5,13.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 13-inch M5 (2025),9099.0,,1024.0,Unknown,Wi-Fi + Cellular,,5325.0,2025,M5,13.0,,,,,,Unknown
Machines,iPad,iPad Pro,iPad Pro 13-inch M5 (2025),10899.0,,2048.0,Unknown,Wi-Fi + Cellular,,6325.0,2025,M5,13.0,,,,,,Unknown
Switch,iPad,iPad,iPad 10,2849.0,,64.0,Unknown,Wi-Fi + Cellular,,690.0,2022,A14 Bionic,10.9,,,,,,Unknown
Switch,iPad,iPad,iPad 10,3299.0,,256.0,Unknown,Wi-Fi + Cellular,,800.0,2022,A14 Bionic,10.9,,,,,,Unknown
Switch,iPad,iPad,iPad 10,2099.0,,64.0,Unknown,Wi-Fi,,610.0,2022,A14 Bionic,10.9,,,,,,Unknown
Switch,iPad,iPad,iPad 10,2549.0,,256.0,Unknown,Wi-Fi,,690.0,2022,A14 Bionic,10.9,,,,,,Unknown
Switch,iPad,iPad,iPad 11,2299.0,,128.0,Unknown,Wi-Fi + Cellular,,840.0,2025,A16,11.0,,,,,,Unknown
Switch,iPad,iPad,iPad 11,2699.0,,256.0,Unknown,Wi-Fi + Cellular,,1040.0,2025,A16,11.0,,,,,,Unknown
Switch,iPad,iPad,iPad 11,3499.0,,512.0,Unknown,Wi-Fi + Cellular,,1370.0,2025,A16,11.0,,,,,,Unknown
Switch,iPad,iPad,iPad 11,1599.0,,128.0,Unknown,Wi-Fi,,640.0,2025,A16,11.0,,,,,,Unknown
Switch,iPad,iPad,iPad 11,1999.0,,256.0,Unknown,Wi-Fi,,820.0,2025,A16,11.0,,,,,,Unknown
Switch,iPad,iPad,iPad 11,2799.0,,512.0,Unknown,Wi-Fi,,1110.0,2025,A16,11.0,,,,,,Unknown
Switch,iPad,iPad,iPad 4,1899.0,,16.0,Unknown,Wi-Fi + Cellular,,60.0,2012,A6X,9.7,,,,,,Unknown
Switch,iPad,iPad,iPad 4,1499.0,,16.0,Unknown,Wi-Fi,,50.0,2012,A6X,9.7,,,,,,Unknown
Switch,iPad,iPad,iPad 4,2199.0,,32.0,Unknown,Wi-Fi + Cellular,,60.0,2012,A6X,9.7,,,,,,Unknown
Switch,iPad,iPad,iPad 4,1799.0,,32.0,Unknown,Wi-Fi,,50.0,2012,A6X,9.7,,,,,,Unknown
Switch,iPad,iPad,iPad 4,2499.0,,64.0,Unknown,Wi-Fi + Cellular,,60.0,2012,A6X,9.7,,,,,,Unknown
Switch,iPad,iPad,iPad 4,2099.0,,64.0,Unknown,Wi-Fi,,50.0,2012,A6X,9.7,,,,,,Unknown
Switch,iPad,iPad,iPad 4,2799.0,,128.0,Unknown,Wi-Fi + Cellular,,60.0,2012,A6X,9.7,,,,,,Unknown
Switch,iPad,iPad,iPad 4,2799.0,,128.0,Unknown,Wi-Fi,,50.0,2012,A6X,9.7,,,,,,Unknown
Switch,iPad,iPad,iPad 5,1999.0,,32.0,Unknown,Wi-Fi + Cellular,,100.0,2017,A9,9.7,,,,,,Unknown
Switch,iPad,iPad,iPad 5,1449.0,,32.0,Unknown,Wi-Fi,,80.0,2017,A9,9.7,,,,,,Unknown
Switch,iPad,iPad,iPad 5,2399.0,,128.0,Unknown,Wi-Fi + Cellular,,130.0,2017,A9,9.7,,,,,,Unknown
Switch,iPad,iPad,iPad 5,1849.0,,128.0,Unknown,Wi-Fi,,100.0,2017,A9,9.7,,,,,,Unknown
Switch,iPad,iPad,iPad 6,1999.0,,32.0,Unknown,Wi-Fi + Cellular,,130.0,2018,A10 Fusion,9.7,,,,,,Unknown
Switch,iPad,iPad,iPad 6,1449.0,,32.0,Unknown,Wi-Fi,,100.0,2018,A10 Fusion,9.7,,,,,,Unknown
Switch,iPad,iPad,iPad 6,2399.0,,128.0,Unknown,Wi-Fi + Cellular,,170.0,2018,A10 Fusion,9.7,,,,,,Unknown
Switch,iPad,iPad,iPad 6,1849.0,,128.0,Unknown,Wi-Fi,,130.0,2018,A10 Fusion,9.7,,,,,,Unknown
