Provider,Device,Sub-device,Standardized Model,Specification,Storage (GB),Storage Type,Connectivity,Material,Max. Trade-In Value (RM),Model_Year,Chipset,Screen Size,Case Size,Charging Method,RAM Configurations (GB),RAM Min (GB),Mac Storage Category,Mac Generation
iTworld,iPad,iPad Air,iPad Air 6 11-inch M2 (2024),,512 GB,,Wi-Fi + Cellular,,1650,2024,M2,11.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 6 11-inch M2 (2024),,1 TB,,Wi-Fi + Cellular,,1850,2024,M2,11.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 6 11-inch M2 (2024),,128 GB,,Wi-Fi,,1050,2024,M2,11.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 6 11-inch M2 (2024),,256 GB,,Wi-Fi,,1150,2024,M2,11.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 6 11-inch M2 (2024),,512 GB,,Wi-Fi,,1300,2024,M2,11.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 6 11-inch M2 (2024),,1 TB,,Wi-Fi,,1450,2024,M2,11.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 6 13-inch M2 (2024),,128 GB,,Wi-Fi + Cellular,,1580,2024,M2,13.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 6 13-inch M2 (2024),,256 GB,,Wi-Fi + Cellular,,1780,2024,M2,13.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 6 13-inch M2 (2024),,512 GB,,Wi-Fi + Cellular,,1900,2024,M2,13.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 6 13-inch M2 (2024),,1 TB,,Wi-Fi + Cellular,,2100,2024,M2,13.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 6 13-inch M2 (2024),,128 GB,,Wi-Fi,,1300,2024,M2,13.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 6 13-inch M2 (2024),,256 GB,,Wi-Fi,,1480,2024,M2,13.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 6 13-inch M2 (2024),,512 GB,,Wi-Fi,,1700,2024,M2,13.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 6 13-inch M2 (2024),,1 TB,,Wi-Fi,,1850,2024,M2,13.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 7 11-inch M3 (2025),,128 GB,,Wi-Fi + Cellular,,1660,2025,M3,11.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 7 11-inch M3 (2025),,256 GB,,Wi-Fi + Cellular,,1850,2025,M3,11.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 7 11-inch M3 (2025),,512 GB,,Wi-Fi + Cellular,,2100,2025,M3,11.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 7 11-inch M3 (2025),,1 TB,,Wi-Fi + Cellular,,2350,2025,M3,11.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 7 11-inch M3 (2025),,128 GB,,Wi-Fi,,1280,2025,M3,11.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 7 11-inch M3 (2025),,256 GB,,Wi-Fi,,1480,2025,M3,11.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 7 11-inch M3 (2025),,512 GB,,Wi-Fi,,1700,2025,M3,11.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 7 11-inch M3 (2025),,1 TB,,Wi-Fi,,1900,2025,M3,11.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 7 13-inch M3 (2025),,128 GB,,Wi-Fi + Cellular,,1930,2025,M3,13.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 7 13-inch M3 (2025),,256 GB,,Wi-Fi + Cellular,,2150,2025,M3,13.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 7 13-inch M3 (2025),,512 GB,,Wi-Fi + Cellular,,2400,2025,M3,13.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 7 13-inch M3 (2025),,1 TB,,Wi-Fi + Cellular,,2700,2025,M3,13.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 7 13-inch M3 (2025),,128 GB,,Wi-Fi,,1680,2025,M3,13.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 7 13-inch M3 (2025),,256 GB,,Wi-Fi,,1870,2025,M3,13.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 7 13-inch M3 (2025),,512 GB,,Wi-Fi,,2100,2025,M3,13.0,,,,,,
iTworld,iPad,iPad Air,iPad Air 7 13-inch M3 (2025),,1 TB,,Wi-Fi,,2450,2025,M3,13.0,,,,,,
iTworld,iPad,iPad mini,iPad Mini 1,,16 GB,,Wi-Fi + Cellular,,40,2012,A5,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 1,,16 GB,,Wi-Fi,,40,2012,A5,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 1,,32 GB,,Wi-Fi + Cellular,,40,2012,A5,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 1,,32 GB,,Wi-Fi,,40,2012,A5,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 1,,64 GB,,Wi-Fi + Cellular,,40,2012,A5,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 1,,64 GB,,Wi-Fi,,40,2012,A5,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 2,,16 GB,,Wi-Fi + Cellular,,60,2013,A7,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 2,,16 GB,,Wi-Fi,,40,2013,A7,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 2,,32 GB,,Wi-Fi + Cellular,,60,2013,A7,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 2,,32 GB,,Wi-Fi,,40,2013,A7,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 2,,64 GB,,Wi-Fi + Cellular,,60,2013,A7,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 2,,64 GB,,Wi-Fi,,40,2013,A7,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 2,,128 GB,,Wi-Fi + Cellular,,60,2013,A7,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 2,,128 GB,,Wi-Fi,,40,2013,A7,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 3,,16 GB,,Wi-Fi + Cellular,,90,2014,A7,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 3,,16 GB,,Wi-Fi,,80,2014,A7,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 3,,64 GB,,Wi-Fi + Cellular,,120,2014,A7,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 3,,64 GB,,Wi-Fi,,100,2014,A7,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 3,,128 GB,,Wi-Fi + Cellular,,150,2014,A7,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 3,,128 GB,,Wi-Fi,,130,2014,A7,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 4,,16 GB,,Wi-Fi + Cellular,,120,2015,A8,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 4,,16 GB,,Wi-Fi,,100,2015,A8,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 4,,32 GB,,Wi-Fi + Cellular,,170,2015,A8,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 4,,32 GB,,Wi-Fi,,140,2015,A8,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 4,,64 GB,,Wi-Fi + Cellular,,200,2015,A8,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 4,,64 GB,,Wi-Fi,,170,2015,A8,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 4,,128 GB,,Wi-Fi + Cellular,,250,2015,A8,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 4,,128 GB,,Wi-Fi,,200,2015,A8,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 5,,64 GB,,Wi-Fi + Cellular,,350,2019,A12 Bionic,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 5,,64 GB,,Wi-Fi,,300,2019,A12 Bionic,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 5,,256 GB,,Wi-Fi + Cellular,,400,2019,A12 Bionic,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 5,,256 GB,,Wi-Fi,,350,2019,A12 Bionic,7.9,,,,,,
iTworld,iPad,iPad mini,iPad Mini 6,,64 GB,,Wi-Fi + Cellular,,800,2021,A15 Bionic,8.3,,,,,,
iTworld,iPad,iPad mini,iPad Mini 6,,64 GB,,Wi-Fi,,590,2021,A15 Bionic,8.3,,,,,,
iTworld,iPad,iPad mini,iPad Mini 6,,256 GB,,Wi-Fi + Cellular,,900,2021,A15 Bionic,8.3,,,,,,
iTworld,iPad,iPad mini,iPad Mini 6,,256 GB,,Wi-Fi,,700,2021,A15 Bionic,8.3,,,,,,
iTworld,iPad,iPad mini,iPad Mini 7,,128 GB,,Wi-Fi + Cellular,,1070,2024,A17 Pro,8.3,,,,,,
iTworld,iPad,iPad mini,iPad Mini 7,,256 GB,,Wi-Fi + Cellular,,1290,2024,A17 Pro,8.3,,,,,,
iTworld,iPad,iPad mini,iPad Mini 7,,512 GB,,Wi-Fi + Cellular,,1520,2024,A17 Pro,8.3,,,,,,
iTworld,iPad,iPad mini,iPad Mini 7,,128 GB,,Wi-Fi,,890,2024,A17 Pro,8.3,,,,,,
iTworld,iPad,iPad mini,iPad Mini 7,,256 GB,,Wi-Fi,,1010,2024,A17 Pro,8.3,,,,,,
iTworld,iPad,iPad mini,iPad Mini 7,,512 GB,,Wi-Fi,,1350,2024,A17 Pro,8.3,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 10.5-inch A10X (2017),,64 GB,,Wi-Fi + Cellular,,200,2017,A10X,10.5,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 10.5-inch A10X (2017),,64 GB,,Wi-Fi,,150,2017,A10X,10.5,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 10.5-inch A10X (2017),,256 GB,,Wi-Fi + Cellular,,300,2017,A10X,10.5,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 10.5-inch A10X (2017),,256 GB,,Wi-Fi,,250,2017,A10X,10.5,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 10.5-inch A10X (2017),,512 GB,,Wi-Fi + Cellular,,350,2017,A10X,10.5,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 10.5-inch A10X (2017),,512 GB,,Wi-Fi,,300,2017,A10X,10.5,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),,128 GB,,Wi-Fi + Cellular,,830,2020,A12Z,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),,128 GB,,Wi-Fi,,750,2020,A12Z,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),,256 GB,,Wi-Fi + Cellular,,930,2020,A12Z,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),,256 GB,,Wi-Fi,,830,2020,A12Z,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),,512 GB,,Wi-Fi + Cellular,,1100,2020,A12Z,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),,512 GB,,Wi-Fi,,950,2020,A12Z,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),,1 TB,,Wi-Fi + Cellular,,1130,2020,A12Z,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),,1 TB,,Wi-Fi,,1000,2020,A12Z,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),,128 GB,,Wi-Fi + Cellular,,1130,2021,M1,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),,128 GB,,Wi-Fi,,1030,2021,M1,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),,256 GB,,Wi-Fi + Cellular,,1320,2021,M1,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),,256 GB,,Wi-Fi,,1200,2021,M1,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),,512 GB,,Wi-Fi + Cellular,,1480,2021,M1,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),,512 GB,,Wi-Fi,,1330,2021,M1,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),,1 TB,,Wi-Fi + Cellular,,1560,2021,M1,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),,1 TB,,Wi-Fi,,1370,2021,M1,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),,2 TB,,Wi-Fi + Cellular,,1750,2021,M1,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),,2 TB,,Wi-Fi,,1560,2021,M1,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),,128 GB,,Wi-Fi + Cellular,,1400,2022,M2,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),,128 GB,,Wi-Fi,,1230,2022,M2,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),,256 GB,,Wi-Fi + Cellular,,1530,2022,M2,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),,256 GB,,Wi-Fi,,1380,2022,M2,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),,512 GB,,Wi-Fi + Cellular,,1650,2022,M2,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),,512 GB,,Wi-Fi,,1500,2022,M2,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),,1 TB,,Wi-Fi + Cellular,,1750,2022,M2,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),,1 TB,,Wi-Fi,,1600,2022,M2,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),,2 TB,,Wi-Fi + Cellular,,1950,2022,M2,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),,2 TB,,Wi-Fi,,1800,2022,M2,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Nano Glass,,1 TB,,Wi-Fi + Cellular,,3000,2024,M4,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Nano Glass,,2 TB,,Wi-Fi + Cellular,,3550,2024,M4,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Standard Glass,,256 GB,,Wi-Fi + Cellular,,2100,2024,M4,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Standard Glass,,512 GB,,Wi-Fi + Cellular,,2430,2024,M4,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Standard Glass,,1 TB,,Wi-Fi + Cellular,,2950,2024,M4,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Standard Glass,,2 TB,,Wi-Fi + Cellular,,3500,2024,M4,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Nano Glass,,1 TB,,Wi-Fi,,2700,2024,M4,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Nano Glass,,2 TB,,Wi-Fi,,3250,2024,M4,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Standard Glass,,256 GB,,Wi-Fi,,1800,2024,M4,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Standard Glass,,512 GB,,Wi-Fi,,2180,2024,M4,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Standard Glass,,1 TB,,Wi-Fi,,2680,2024,M4,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Standard Glass,,2 TB,,Wi-Fi,,3210,2024,M4,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12X (2018),,64 GB,,Wi-Fi + Cellular,,650,2018,A12X,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12X (2018),,64 GB,,Wi-Fi,,550,2018,A12X,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12X (2018),,256 GB,,Wi-Fi + Cellular,,750,2018,A12X,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12X (2018),,256 GB,,Wi-Fi,,650,2018,A12X,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12X (2018),,512 GB,,Wi-Fi + Cellular,,850,2018,A12X,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12X (2018),,512 GB,,Wi-Fi,,750,2018,A12X,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12X (2018),,1 TB,,Wi-Fi + Cellular,,950,2018,A12X,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 11-inch A12X (2018),,1 TB,,Wi-Fi,,850,2018,A12X,11.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A9X (2015),,32 GB,,Wi-Fi + Cellular,,190,2015,A9X,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A9X (2015),,32 GB,,Wi-Fi,,160,2015,A9X,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),,128 GB,,Wi-Fi + Cellular,,1280,2021,M1,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),,128 GB,,Wi-Fi,,1180,2021,M1,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),,256 GB,,Wi-Fi + Cellular,,1380,2021,M1,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),,256 GB,,Wi-Fi,,1300,2021,M1,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),,512 GB,,Wi-Fi + Cellular,,1510,2021,M1,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),,512 GB,,Wi-Fi,,1400,2021,M1,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),,1 TB,,Wi-Fi + Cellular,,1660,2021,M1,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),,1 TB,,Wi-Fi,,1510,2021,M1,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),,2 TB,,Wi-Fi + Cellular,,1810,2021,M1,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),,2 TB,,Wi-Fi,,1740,2021,M1,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),,128 GB,,Wi-Fi + Cellular,,1580,2022,M2,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),,128 GB,,Wi-Fi,,1430,2022,M2,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),,256 GB,,Wi-Fi + Cellular,,1700,2022,M2,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),,256 GB,,Wi-Fi,,1550,2022,M2,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),,512 GB,,Wi-Fi + Cellular,,1850,2022,M2,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),,512 GB,,Wi-Fi,,1680,2022,M2,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),,1 TB,,Wi-Fi + Cellular,,1930,2022,M2,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),,1 TB,,Wi-Fi,,1880,2022,M2,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),,2 TB,,Wi-Fi + Cellular,,2130,2022,M2,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),,2 TB,,Wi-Fi,,2080,2022,M2,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A9X (2015),,128 GB,,Wi-Fi + Cellular,,200,2015,A9X,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A9X (2015),,128 GB,,Wi-Fi,,170,2015,A9X,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A9X (2015),,256 GB,,Wi-Fi + Cellular,,250,2015,A9X,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A9X (2015),,256 GB,,Wi-Fi,,200,2015,A9X,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A10X (2017),,64 GB,,Wi-Fi + Cellular,,410,2017,A10X,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A10X (2017),,64 GB,,Wi-Fi,,380,2017,A10X,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A10X (2017),,256 GB,,Wi-Fi + Cellular,,480,2017,A10X,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A10X (2017),,256 GB,,Wi-Fi,,430,2017,A10X,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A10X (2017),,512 GB,,Wi-Fi + Cellular,,580,2017,A10X,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A10X (2017),,512 GB,,Wi-Fi,,560,2017,A10X,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12X (2018),,64 GB,,Wi-Fi + Cellular,,750,2018,A12X,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12X (2018),,64 GB,,Wi-Fi,,650,2018,A12X,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12X (2018),,256 GB,,Wi-Fi + Cellular,,850,2018,A12X,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12X (2018),,256 GB,,Wi-Fi,,750,2018,A12X,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12X (2018),,512 GB,,Wi-Fi + Cellular,,950,2018,A12X,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12X (2018),,512 GB,,Wi-Fi,,850,2018,A12X,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12X (2018),,1 TB,,Wi-Fi + Cellular,,1050,2018,A12X,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12X (2018),,1 TB,,Wi-Fi,,950,2018,A12X,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),,128 GB,,Wi-Fi + Cellular,,1100,2020,A12Z,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),,128 GB,,Wi-Fi,,930,2020,A12Z,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),,256 GB,,Wi-Fi + Cellular,,1230,2020,A12Z,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),,256 GB,,Wi-Fi,,1100,2020,A12Z,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),,512 GB,,Wi-Fi + Cellular,,1380,2020,A12Z,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),,512 GB,,Wi-Fi,,1230,2020,A12Z,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),,1 TB,,Wi-Fi + Cellular,,1450,2020,A12Z,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),,1 TB,,Wi-Fi,,1310,2020,A12Z,12.9,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Nano Glass,,1 TB,,Wi-Fi + Cellular,,3650,2024,M4,13.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Nano Glass,,2 TB,,Wi-Fi + Cellular,,4200,2024,M4,13.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Standard Glass,,256 GB,,Wi-Fi + Cellular,,2620,2024,M4,13.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Standard Glass,,512 GB,,Wi-Fi + Cellular,,3000,2024,M4,13.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Standard Glass,,1 TB,,Wi-Fi + Cellular,,3600,2024,M4,13.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Standard Glass,,2 TB,,Wi-Fi + Cellular,,4150,2024,M4,13.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Nano Glass,,1 TB,,Wi-Fi,,3250,2024,M4,13.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Nano Glass,,2 TB,,Wi-Fi,,3800,2024,M4,13.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Standard Glass,,256 GB,,Wi-Fi,,2230,2024,M4,13.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Standard Glass,,512 GB,,Wi-Fi,,2650,2024,M4,13.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Standard Glass,,1 TB,,Wi-Fi,,3210,2024,M4,13.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Standard Glass,,2 TB,,Wi-Fi,,3780,2024,M4,13.0,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 9.7-inch A9X (2016),,32 GB,,Wi-Fi + Cellular,,160,2016,A9X,9.7,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 9.7-inch A9X (2016),,32 GB,,Wi-Fi,,150,2016,A9X,9.7,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 9.7-inch A9X (2016),,128 GB,,Wi-Fi + Cellular,,170,2016,A9X,9.7,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 9.7-inch A9X (2016),,128 GB,,Wi-Fi,,160,2016,A9X,9.7,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 9.7-inch A9X (2016),,256 GB,,Wi-Fi + Cellular,,210,2016,A9X,9.7,,,,,,
iTworld,iPad,iPad Pro,iPad Pro 9.7-inch A9X (2016),,256 GB,,Wi-Fi,,200,2016,A9X,9.7,,,,,,
Machines,iPad,iPad,iPad 7,,128 GB,,Wi-Fi,,225,2019,A10 Fusion,10.2,,,,,,
Machines,iPad,iPad,iPad 7,,32 GB,,Wi-Fi + Cellular,,150,2019,A10 Fusion,10.2,,,,,,
Machines,iPad,iPad,iPad 7,,128 GB,,Wi-Fi + Cellular,,325,2019,A10 Fusion,10.2,,,,,,
