Provider,Device,Sub-device,Standardized Model,Specification,Storage (GB),Storage Type,Connectivity,Material,Max. Trade-In Value (RM)
Machines,Mac,MacBook Air,MacBook Air M1 8-Core CPU & 7-Core GPU 13-inch (Late 2020),,256 GB,SSD,,,605
Machines,Mac,MacBook Air,MacBook Air M1 8-Core CPU & 7-Core GPU 13-inch (Late 2020),,512 GB,SSD,,,605
Machines,Mac,MacBook Air,MacBook Air M1 8-Core CPU & 7-Core GPU 13-inch (Late 2020),,1 TB,SSD,,,605
Machines,Mac,MacBook Air,MacBook Air M1 8-Core CPU & 7-Core GPU 13-inch (Late 2020),,2 TB,SSD,,,705
Machines,Mac,MacBook Air,MacBook Air M1 8-Core CPU & 8-Core GPU 13-inch (Late 2020),,256 GB,SSD,,,570
Machines,Mac,MacBook Air,MacBook Air M1 8-Core CPU & 8-Core GPU 13-inch (Late 2020),,512 GB,SSD,,,655
Machines,Mac,MacBook Air,MacBook Air M1 8-Core CPU & 8-Core GPU 13-inch (Late 2020),,1 TB,SSD,,,705
Machines,Mac,MacBook Air,MacBook Air M1 8-Core CPU & 8-Core GPU 13-inch (Late 2020),,2 TB,SSD,,,755
Machines,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 8-Core GPU 13.6-inch (Mid 2022),,256 GB,SSD,,,1200
Machines,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 8-Core GPU 13.6-inch (Mid 2022),,512 GB,SSD,,,1395
Machines,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 8-Core GPU 13.6-inch (Mid 2022),,1 TB,SSD,,,1550
Machines,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 8-Core GPU 13.6-inch (Mid 2022),,2 TB,SSD,,,1990
Machines,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 10-Core GPU 13.6-inch (Mid 2022),,256 GB,SSD,,,1200
Machines,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 10-Core GPU 13.6-inch (Mid 2022),,512 GB,SSD,,,1395
Machines,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 10-Core GPU 13.6-inch (Mid 2022),,1 TB,SSD,,,1550
Machines,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 10-Core GPU 13.6-inch (Mid 2022),,2 TB,SSD,,,2015
Machines,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 10-Core GPU 15-inch (Mid 2023),,256 GB,SSD,,,1855
Machines,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 10-Core GPU 15-inch (Mid 2023),,512 GB,SSD,,,2015
Machines,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 10-Core GPU 15-inch (Mid 2023),,1 TB,SSD,,,2245
Machines,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 10-Core GPU 15-inch (Mid 2023),,2 TB,SSD,,,2815
Machines,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 8-Core GPU 13.6-inch (Early 2024),,256 GB,SSD,,,1950
Machines,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 10-Core GPU 13.6-inch (Early 2024),,256 GB,SSD,,,1950
Machines,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 10-Core GPU 13.6-inch (Early 2024),,512 GB,SSD,,,2125
Machines,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 10-Core GPU 13.6-inch (Early 2024),,1 TB,SSD,,,2450
Machines,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 10-Core GPU 13.6-inch (Early 2024),,2 TB,SSD,,,3125
Machines,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 10-Core GPU 15-inch (Early 2024),,256 GB,SSD,,,2275
Machines,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 10-Core GPU 15-inch (Early 2024),,512 GB,SSD,,,2500
Machines,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 10-Core GPU 15-inch (Early 2024),,1 TB,SSD,,,3075
Machines,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 10-Core GPU 15-inch (Early 2024),,2 TB,SSD,,,3475
Machines,Mac,MacBook Air,MacBook Air M4 10-Core CPU & 8-Core GPU 13-inch (Early 2025),,256 GB,SSD,,,2250
Machines,Mac,MacBook Air,MacBook Air M4 10-Core CPU & 10-Core GPU 13-inch (Early 2025),,256 GB,SSD,,,2450
Machines,Mac,MacBook Air,MacBook Air M4 10-Core CPU & 10-Core GPU 13-inch (Early 2025),,512 GB,SSD,,,2675
Machines,Mac,MacBook Air,MacBook Air M4 10-Core CPU & 10-Core GPU 13-inch (Early 2025),,1 TB,SSD,,,3125
Machines,Mac,MacBook Air,MacBook Air M4 10-Core CPU & 10-Core GPU 13-inch (Early 2025),,2 TB,SSD,,,4000
Machines,Mac,MacBook Air,MacBook Air M4 10-Core CPU & 10-Core GPU 15-inch (Early 2025),,256 GB,SSD,,,2750
Machines,Mac,MacBook Air,MacBook Air M4 10-Core CPU & 10-Core GPU 15-inch (Early 2025),,512 GB,SSD,,,2975
Machines,Mac,MacBook Air,MacBook Air M4 10-Core CPU & 10-Core GPU 15-inch (Early 2025),,1 TB,SSD,,,3600
Machines,Mac,MacBook Air,MacBook Air M4 10-Core CPU & 10-Core GPU 15-inch (Early 2025),,2 TB,SSD,,,4400
Machines,Mac,MacBook Pro,MacBook Pro i5 2.0GHz 13-inch (Late 2016),,256 GB,SSD,,,250
Machines,Mac,MacBook Pro,MacBook Pro i5 2.0GHz 13-inch (Late 2016),,512 GB,SSD,,,275
Machines,Mac,MacBook Pro,MacBook Pro i5 2.0GHz 13-inch (Late 2016),,1 TB,SSD,,,300
Machines,Mac,MacBook Pro,MacBook Pro i5 2.9GHz 13-inch (Late 2016),,256 GB,SSD,,,350
Machines,Mac,MacBook Pro,MacBook Pro i5 2.9GHz 13-inch (Late 2016),,512 GB,SSD,,,400
Machines,Mac,MacBook Pro,MacBook Pro i5 2.9GHz 13-inch (Late 2016),,1 TB,SSD,,,400
Machines,Mac,MacBook Pro,MacBook Pro i5 3.1GHz 13-inch (Late 2016),,256 GB,SSD,,,400
Machines,Mac,MacBook Pro,MacBook Pro i5 3.1GHz 13-inch (Late 2016),,512 GB,SSD,,,400
Machines,Mac,MacBook Pro,MacBook Pro i5 3.1GHz 13-inch (Late 2016),,1 TB,SSD,,,400
Machines,Mac,MacBook Pro,MacBook Pro i7 2.4GHz 13-inch (Late 2016),,256 GB,SSD,,,300
Machines,Mac,MacBook Pro,MacBook Pro i7 2.4GHz 13-inch (Late 2016),,512 GB,SSD,,,350
Machines,Mac,MacBook Pro,MacBook Pro i7 2.4GHz 13-inch (Late 2016),,1 TB,SSD,,,400
Machines,Mac,MacBook Pro,MacBook Pro i7 2.6GHz 15-inch (Late 2016),,256 GB,SSD,,,650
Machines,Mac,MacBook Pro,MacBook Pro i7 2.6GHz 15-inch (Late 2016),,512 GB,SSD,,,675
Machines,Mac,MacBook Pro,MacBook Pro i7 2.6GHz 15-inch (Late 2016),,1 TB,SSD,,,700
Machines,Mac,MacBook Pro,MacBook Pro i7 2.6GHz 15-inch (Late 2016),,2 TB,SSD,,,750
Machines,Mac,MacBook Pro,MacBook Pro i7 2.7GHz 15-inch (Late 2016),,256 GB,SSD,,,650
Machines,Mac,MacBook Pro,MacBook Pro i7 2.7GHz 15-inch (Late 2016),,512 GB,SSD,,,675
Machines,Mac,MacBook Pro,MacBook Pro i7 2.7GHz 15-inch (Late 2016),,1 TB,SSD,,,700
Machines,Mac,MacBook Pro,MacBook Pro i7 2.7GHz 15-inch (Late 2016),,2 TB,SSD,,,750
Machines,Mac,MacBook Pro,MacBook Pro i7 2.9GHz 15-inch (Late 2016),,256 GB,SSD,,,650
Machines,Mac,MacBook Pro,MacBook Pro i7 2.9GHz 15-inch (Late 2016),,512 GB,SSD,,,675
Machines,Mac,MacBook Pro,MacBook Pro i7 2.9GHz 15-inch (Late 2016),,1 TB,SSD,,,700
Machines,Mac,MacBook Pro,MacBook Pro i7 2.9GHz 15-inch (Late 2016),,2 TB,SSD,,,750
Machines,Mac,MacBook Pro,MacBook Pro i7 3.3GHz 13-inch (Late 2016),,256 GB,SSD,,,400
Machines,Mac,MacBook Pro,MacBook Pro i7 3.3GHz 13-inch (Late 2016),,512 GB,SSD,,,400
Machines,Mac,MacBook Pro,MacBook Pro i7 3.3GHz 13-inch (Late 2016),,1 TB,SSD,,,400
Machines,Mac,MacBook Pro,MacBook Pro i5 2.3GHz 13-inch (Mid 2017),,128 GB,SSD,,,300
Machines,Mac,MacBook Pro,MacBook Pro i5 2.3GHz 13-inch (Mid 2017),,256 GB,SSD,,,425
Machines,Mac,MacBook Pro,MacBook Pro i5 2.3GHz 13-inch (Mid 2017),,512 GB,SSD,,,450
Machines,Mac,MacBook Pro,MacBook Pro i5 2.3GHz 13-inch (Mid 2017),,1 TB,SSD,,,500
Machines,Mac,MacBook Pro,MacBook Pro i5 3.1GHz 13-inch (Mid 2017),,256 GB,SSD,,,450
Machines,Mac,MacBook Pro,MacBook Pro i5 3.1GHz 13-inch (Mid 2017),,512 GB,SSD,,,475
Machines,Mac,MacBook Pro,MacBook Pro i5 3.1GHz 13-inch (Mid 2017),,1 TB,SSD,,,550
Machines,Mac,MacBook Pro,MacBook Pro i5 3.3GHz 13-inch (Mid 2017),,256 GB,SSD,,,450
Machines,Mac,MacBook Pro,MacBook Pro i5 3.3GHz 13-inch (Mid 2017),,512 GB,SSD,,,475
Machines,Mac,MacBook Pro,MacBook Pro i5 3.3GHz 13-inch (Mid 2017),,1 TB,SSD,,,550
Machines,Mac,MacBook Pro,MacBook Pro i7 2.5GHz 13-inch (Mid 2017),,128 GB,SSD,,,300
Machines,Mac,MacBook Pro,MacBook Pro i7 2.5GHz 13-inch (Mid 2017),,256 GB,SSD,,,450
Machines,Mac,MacBook Pro,MacBook Pro i7 2.5GHz 13-inch (Mid 2017),,512 GB,SSD,,,500
Machines,Mac,MacBook Pro,MacBook Pro i7 2.5GHz 13-inch (Mid 2017),,1 TB,SSD,,,550
Machines,Mac,MacBook Pro,MacBook Pro i7 2.8GHz 15-inch (Mid 2017),,256 GB,SSD,,,750
Machines,Mac,MacBook Pro,MacBook Pro i7 2.8GHz 15-inch (Mid 2017),,512 GB,SSD,,,750
Machines,Mac,MacBook Pro,MacBook Pro i7 2.8GHz 15-inch (Mid 2017),,1 TB,SSD,,,775
Machines,Mac,MacBook Pro,MacBook Pro i7 2.8GHz 15-inch (Mid 2017),,2 TB,SSD,,,825
Machines,Mac,MacBook Pro,MacBook Pro i7 2.9GHz 15-inch (Mid 2017),,256 GB,SSD,,,750
Machines,Mac,MacBook Pro,MacBook Pro i7 2.9GHz 15-inch (Mid 2017),,512 GB,SSD,,,750
Machines,Mac,MacBook Pro,MacBook Pro i7 2.9GHz 15-inch (Mid 2017),,1 TB,SSD,,,775
Machines,Mac,MacBook Pro,MacBook Pro i7 2.9GHz 15-inch (Mid 2017),,2 TB,SSD,,,825
Machines,Mac,MacBook Pro,MacBook Pro i7 3.1GHz 15-inch (Mid 2017),,256 GB,SSD,,,750
Machines,Mac,MacBook Pro,MacBook Pro i7 3.1GHz 15-inch (Mid 2017),,512 GB,SSD,,,750
Machines,Mac,MacBook Pro,MacBook Pro i7 3.1GHz 15-inch (Mid 2017),,1 TB,SSD,,,775
Machines,Mac,MacBook Pro,MacBook Pro i7 3.1GHz 15-inch (Mid 2017),,2 TB,SSD,,,825
Machines,Mac,MacBook Pro,MacBook Pro i7 3.5GHz 13-inch (Mid 2017),,256 GB,SSD,,,675
Machines,Mac,MacBook Pro,MacBook Pro i7 3.5GHz 13-inch (Mid 2017),,512 GB,SSD,,,750
Machines,Mac,MacBook Pro,MacBook Pro i7 3.5GHz 13-inch (Mid 2017),,1 TB,SSD,,,775
Machines,Mac,MacBook Pro,MacBook Pro i5 2.3GHz 13-inch (Mid 2018),,256 GB,SSD,,,600
Machines,Mac,MacBook Pro,MacBook Pro i5 2.3GHz 13-inch (Mid 2018),,512 GB,SSD,,,650
Machines,Mac,MacBook Pro,MacBook Pro i5 2.3GHz 13-inch (Mid 2018),,1 TB,SSD,,,675
Machines,Mac,MacBook Pro,MacBook Pro i5 2.3GHz 13-inch (Mid 2018),,2 TB,SSD,,,700
Machines,Mac,MacBook Pro,MacBook Pro i7 2.2GHz 15-inch (Mid 2018),,256 GB,SSD,,,850
Machines,Mac,MacBook Pro,MacBook Pro i7 2.2GHz 15-inch (Mid 2018),,512 GB,SSD,,,850
Machines,Mac,MacBook Pro,MacBook Pro i7 2.2GHz 15-inch (Mid 2018),,1 TB,SSD,,,900
Machines,Mac,MacBook Pro,MacBook Pro i7 2.2GHz 15-inch (Mid 2018),,2 TB,SSD,,,1050
Machines,Mac,MacBook Pro,MacBook Pro i7 2.2GHz 15-inch (Mid 2018),,4 TB,SSD,,,1125
Machines,Mac,MacBook Pro,MacBook Pro i7 2.6GHz 15-inch (Mid 2018),,256 GB,SSD,,,850
Machines,Mac,MacBook Pro,MacBook Pro i7 2.6GHz 15-inch (Mid 2018),,512 GB,SSD,,,900
Machines,Mac,MacBook Pro,MacBook Pro i7 2.6GHz 15-inch (Mid 2018),,1 TB,SSD,,,975
Machines,Mac,MacBook Pro,MacBook Pro i7 2.6GHz 15-inch (Mid 2018),,2 TB,SSD,,,1075
Machines,Mac,MacBook Pro,MacBook Pro i7 2.6GHz 15-inch (Mid 2018),,4 TB,SSD,,,1125
Machines,Mac,MacBook Pro,MacBook Pro i7 2.7GHz 13-inch (Mid 2018),,2 TB,SSD,,,750
Machines,Mac,MacBook Pro,MacBook Pro i9 2.9GHz 15-inch (Mid 2018),,256 GB,SSD,,,850
Machines,Mac,MacBook Pro,MacBook Pro i9 2.9GHz 15-inch (Mid 2018),,512 GB,SSD,,,900
Machines,Mac,MacBook Pro,MacBook Pro i9 2.9GHz 15-inch (Mid 2018),,1 TB,SSD,,,975
Machines,Mac,MacBook Pro,MacBook Pro i9 2.9GHz 15-inch (Mid 2018),,2 TB,SSD,,,1075
Machines,Mac,MacBook Pro,MacBook Pro i9 2.9GHz 15-inch (Mid 2018),,4 TB,SSD,,,1150
Machines,Mac,MacBook Pro,MacBook Pro i5 1.4GHz 13-inch (Mid 2019),,128 GB,SSD,,,400
Machines,Mac,MacBook Pro,MacBook Pro i5 1.4GHz 13-inch (Mid 2019),,256 GB,SSD,,,475
Machines,Mac,MacBook Pro,MacBook Pro i5 1.4GHz 13-inch (Mid 2019),,512 GB,SSD,,,525
Machines,Mac,MacBook Pro,MacBook Pro i5 1.4GHz 13-inch (Mid 2019),,1 TB,SSD,,,600
Machines,Mac,MacBook Pro,MacBook Pro i5 1.4GHz 13-inch (Mid 2019),,2 TB,SSD,,,650
Machines,Mac,MacBook Pro,MacBook Pro i5 2.4GHz 13-inch (Mid 2019),,256 GB,SSD,,,650
Machines,Mac,MacBook Pro,MacBook Pro i5 2.4GHz 13-inch (Mid 2019),,512 GB,SSD,,,650
Machines,Mac,MacBook Pro,MacBook Pro i5 2.4GHz 13-inch (Mid 2019),,1 TB,SSD,,,700
Machines,Mac,MacBook Pro,MacBook Pro i5 2.4GHz 13-inch (Mid 2019),,2 TB,SSD,,,725
Machines,Mac,MacBook Pro,MacBook Pro i7 1.7GHz 13-inch (Mid 2019),,128 GB,SSD,,,475
Machines,Mac,MacBook Pro,MacBook Pro i7 1.7GHz 13-inch (Mid 2019),,256 GB,SSD,,,525
Machines,Mac,MacBook Pro,MacBook Pro i7 1.7GHz 13-inch (Mid 2019),,512 GB,SSD,,,575
Machines,Mac,MacBook Pro,MacBook Pro i7 1.7GHz 13-inch (Mid 2019),,1 TB,SSD,,,650
Machines,Mac,MacBook Pro,MacBook Pro i7 1.7GHz 13-inch (Mid 2019),,2 TB,SSD,,,700
Machines,Mac,MacBook Pro,MacBook Pro i7 2.6GHz 15-inch (Mid 2019),,256 GB,SSD,,,1000
Machines,Mac,MacBook Pro,MacBook Pro i7 2.6GHz 15-inch (Mid 2019),,512 GB,SSD,,,1050
Machines,Mac,MacBook Pro,MacBook Pro i7 2.6GHz 15-inch (Mid 2019),,1 TB,SSD,,,1125
Machines,Mac,MacBook Pro,MacBook Pro i7 2.6GHz 15-inch (Mid 2019),,2 TB,SSD,,,1250
Machines,Mac,MacBook Pro,MacBook Pro i7 2.6GHz 15-inch (Mid 2019),,4 TB,SSD,,,1325
Machines,Mac,MacBook Pro,MacBook Pro i7 2.8GHz 13-inch (Mid 2019),,256 GB,SSD,,,700
Machines,Mac,MacBook Pro,MacBook Pro i7 2.8GHz 13-inch (Mid 2019),,512 GB,SSD,,,725
Machines,Mac,MacBook Pro,MacBook Pro i7 2.8GHz 13-inch (Mid 2019),,1 TB,SSD,,,725
Machines,Mac,MacBook Pro,MacBook Pro i7 2.8GHz 13-inch (Mid 2019),,2 TB,SSD,,,800
Machines,Mac,MacBook Pro,MacBook Pro i9 2.3GHz 15-inch (Mid 2019),,256 GB,SSD,,,1000
Machines,Mac,MacBook Pro,MacBook Pro i9 2.3GHz 15-inch (Mid 2019),,512 GB,SSD,,,1075
Machines,Mac,MacBook Pro,MacBook Pro i9 2.3GHz 15-inch (Mid 2019),,1 TB,SSD,,,1250
Machines,Mac,MacBook Pro,MacBook Pro i9 2.3GHz 15-inch (Mid 2019),,2 TB,SSD,,,1350
Machines,Mac,MacBook Pro,MacBook Pro i9 2.3GHz 15-inch (Mid 2019),,4 TB,SSD,,,1475
Machines,Mac,MacBook Pro,MacBook Pro i9 2.4GHz 15-inch (Mid 2019),,256 GB,SSD,,,1000
Machines,Mac,MacBook Pro,MacBook Pro i9 2.4GHz 15-inch (Mid 2019),,512 GB,SSD,,,1150
Machines,Mac,MacBook Pro,MacBook Pro i9 2.4GHz 15-inch (Mid 2019),,1 TB,SSD,,,1250
Machines,Mac,MacBook Pro,MacBook Pro i9 2.4GHz 15-inch (Mid 2019),,2 TB,SSD,,,1350
Machines,Mac,MacBook Pro,MacBook Pro i9 2.4GHz 15-inch (Mid 2019),,4 TB,SSD,,,1475
Machines,Mac,MacBook Pro,MacBook Pro i7 2.6GHz 16-inch (Late 2019),,512 GB,SSD,,,1075
Machines,Mac,MacBook Pro,MacBook Pro i7 2.6GHz 16-inch (Late 2019),,1 TB,SSD,,,1150
Machines,Mac,MacBook Pro,MacBook Pro i7 2.6GHz 16-inch (Late 2019),,2 TB,SSD,,,1250
Machines,Mac,MacBook Pro,MacBook Pro i7 2.6GHz 16-inch (Late 2019),,4 TB,SSD,,,1350
Machines,Mac,MacBook Pro,MacBook Pro i7 2.6GHz 16-inch (Late 2019),,8 TB,SSD,,,1475
Machines,Mac,MacBook Pro,MacBook Pro i9 2.3GHz 16-inch (Late 2019),,1 TB,SSD,,,1250
Machines,Mac,MacBook Pro,MacBook Pro i9 2.3GHz 16-inch (Late 2019),,2 TB,SSD,,,1350
Machines,Mac,MacBook Pro,MacBook Pro i9 2.3GHz 16-inch (Late 2019),,4 TB,SSD,,,1475
Machines,Mac,MacBook Pro,MacBook Pro i9 2.3GHz 16-inch (Late 2019),,8 TB,SSD,,,1500
Machines,Mac,MacBook Pro,MacBook Pro i9 2.4GHz 16-inch (Late 2019),,512 GB,SSD,,,1150
Machines,Mac,MacBook Pro,MacBook Pro i9 2.4GHz 16-inch (Late 2019),,1 TB,SSD,,,1375
Machines,Mac,MacBook Pro,MacBook Pro i9 2.4GHz 16-inch (Late 2019),,2 TB,SSD,,,1450
Machines,Mac,MacBook Pro,MacBook Pro i9 2.4GHz 16-inch (Late 2019),,4 TB,SSD,,,1575
Machines,Mac,MacBook Pro,MacBook Pro i9 2.4GHz 16-inch (Late 2019),,8 TB,SSD,,,1700
Machines,Mac,MacBook Pro,MacBook Pro i5 1.4GHz 13-inch (Mid 2020),,256 GB,SSD,,,625
Machines,Mac,MacBook Pro,MacBook Pro i5 1.4GHz 13-inch (Mid 2020),,512 GB,SSD,,,675
Machines,Mac,MacBook Pro,MacBook Pro i5 1.4GHz 13-inch (Mid 2020),,1 TB,SSD,,,725
Machines,Mac,MacBook Pro,MacBook Pro i5 1.4GHz 13-inch (Mid 2020),,2 TB,SSD,,,750
Machines,Mac,MacBook Pro,MacBook Pro i5 2.0GHz 13-inch (Mid 2020),,512 GB,SSD,,,725
Machines,Mac,MacBook Pro,MacBook Pro i5 2.0GHz 13-inch (Mid 2020),,1 TB,SSD,,,800
Machines,Mac,MacBook Pro,MacBook Pro i5 2.0GHz 13-inch (Mid 2020),,2 TB,SSD,,,875
Machines,Mac,MacBook Pro,MacBook Pro i5 2.0GHz 13-inch (Mid 2020),,4 TB,SSD,,,1025
Machines,Mac,MacBook Pro,MacBook Pro i7 1.7GHz 13-inch (Mid 2020),,256 GB,SSD,,,750
Machines,Mac,MacBook Pro,MacBook Pro i7 1.7GHz 13-inch (Mid 2020),,512 GB,SSD,,,750
Machines,Mac,MacBook Pro,MacBook Pro i7 1.7GHz 13-inch (Mid 2020),,1 TB,SSD,,,800
Machines,Mac,MacBook Pro,MacBook Pro i7 1.7GHz 13-inch (Mid 2020),,2 TB,SSD,,,875
Machines,Mac,MacBook Pro,MacBook Pro i7 2.3GHz 13-inch (Mid 2020),,512 GB,SSD,,,750
Machines,Mac,MacBook Pro,MacBook Pro i7 2.3GHz 13-inch (Mid 2020),,1 TB,SSD,,,850
Machines,Mac,MacBook Pro,MacBook Pro i7 2.3GHz 13-inch (Mid 2020),,2 TB,SSD,,,925
Machines,Mac,MacBook Pro,MacBook Pro i7 2.3GHz 13-inch (Mid 2020),,4 TB,SSD,,,1075
Machines,Mac,MacBook Pro,MacBook Pro M1 8-Core CPU & 8-Core GPU 13-inch (Late 2020),,256 GB,SSD,,,875
Machines,Mac,MacBook Pro,MacBook Pro M1 8-Core CPU & 8-Core GPU 13-inch (Late 2020),,512 GB,SSD,,,925
Machines,Mac,MacBook Pro,MacBook Pro M1 8-Core CPU & 8-Core GPU 13-inch (Late 2020),,1 TB,SSD,,,1000
Machines,Mac,MacBook Pro,MacBook Pro M1 8-Core CPU & 8-Core GPU 13-inch (Late 2020),,2 TB,SSD,,,1125
Machines,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 8-Core CPU & 14-Core GPU (2021),,512 GB,SSD,,,1800
Machines,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 8-Core CPU & 14-Core GPU (2021),,1 TB,SSD,,,2025
Machines,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 8-Core CPU & 14-Core GPU (2021),,2 TB,SSD,,,2050
Machines,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 8-Core CPU & 14-Core GPU (2021),,4 TB,SSD,,,2475
Machines,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 8-Core CPU & 14-Core GPU (2021),,8 TB,SSD,,,3325
Machines,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 14-Core GPU (2021),,512 GB,SSD,,,1950
Machines,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 14-Core GPU (2021),,1 TB,SSD,,,2150
Machines,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 14-Core GPU (2021),,2 TB,SSD,,,2375
Machines,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 14-Core GPU (2021),,4 TB,SSD,,,2850
Machines,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 14-Core GPU (2021),,8 TB,SSD,,,3600
Machines,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),,512 GB,SSD,,,2100
Machines,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),,1 TB,SSD,,,2275
Machines,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),,2 TB,SSD,,,2525
Machines,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),,4 TB,SSD,,,3050
Machines,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),,8 TB,SSD,,,3725
Machines,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 24-Core GPU (2021),,512 GB,SSD,,,2525
Machines,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 24-Core GPU (2021),,1 TB,SSD,,,2725
Machines,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 24-Core GPU (2021),,2 TB,SSD,,,2775
Machines,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 24-Core GPU (2021),,4 TB,SSD,,,3550
Machines,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 24-Core GPU (2021),,8 TB,SSD,,,4175
Machines,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 32-Core GPU (2021),,512 GB,SSD,,,2725
Machines,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 32-Core GPU (2021),,1 TB,SSD,,,2875
Machines,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 32-Core GPU (2021),,2 TB,SSD,,,3250
Machines,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 32-Core GPU (2021),,4 TB,SSD,,,3725
Machines,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 32-Core GPU (2021),,8 TB,SSD,,,4325
Machines,Mac,MacBook Pro,MacBook Pro 16-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),,512 GB,SSD,,,2125
Machines,Mac,MacBook Pro,MacBook Pro 16-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),,1 TB,SSD,,,2275
Machines,Mac,MacBook Pro,MacBook Pro 16-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),,2 TB,SSD,,,2650
Machines,Mac,MacBook Pro,MacBook Pro 16-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),,4 TB,SSD,,,3175
Machines,Mac,MacBook Pro,MacBook Pro 16-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),,8 TB,SSD,,,3800
Machines,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 24-Core GPU (2021),,512 GB,SSD,,,2675
Machines,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 24-Core GPU (2021),,1 TB,SSD,,,2725
Machines,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 24-Core GPU (2021),,2 TB,SSD,,,3050
Machines,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 24-Core GPU (2021),,4 TB,SSD,,,3550
Machines,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 24-Core GPU (2021),,8 TB,SSD,,,4225
Machines,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 32-Core GPU (2021),,512 GB,SSD,,,2710
Machines,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 32-Core GPU (2021),,1 TB,SSD,,,2900
Machines,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 32-Core GPU (2021),,2 TB,SSD,,,3250
Machines,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 32-Core GPU (2021),,4 TB,SSD,,,3775
Machines,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 32-Core GPU (2021),,8 TB,SSD,,,4400
Machines,Mac,MacBook Pro,MacBook Pro M2 8-Core CPU & 10-Core GPU 13-inch (Mid 2022),,256 GB,SSD,,,1375
