Provider,Device,Sub-device,Standardized Model,Specification,Storage (GB),Storage Type,Connectivity,Material,Max. Trade-In Value (RM)
Machines,Mac,Mac mini,Mac Mini i3 3.6GHz (Late 2018),,256 GB,SSD,,,200
Machines,Mac,Mac mini,Mac Mini i3 3.6GHz (Late 2018),,512 GB,SSD,,,275
Machines,Mac,Mac mini,Mac Mini i3 3.6GHz (Late 2018),,1 TB,SSD,,,350
Machines,Mac,Mac mini,Mac Mini i3 3.6GHz (Late 2018),,2 TB,SSD,,,375
Machines,Mac,Mac mini,Mac Mini i5 3.0GHz (Late 2018),,128 GB,SSD,,,200
Machines,Mac,Mac mini,Mac Mini i5 3.0GHz (Late 2018),,256 GB,SSD,,,300
Machines,Mac,Mac mini,Mac Mini i5 3.0GHz (Late 2018),,512 GB,SSD,,,350
Machines,Mac,Mac mini,Mac Mini i5 3.0GHz (Late 2018),,1 TB,SSD,,,375
Machines,Mac,Mac mini,Mac Mini i5 3.0GHz (Late 2018),,2 TB,SSD,,,425
Machines,Mac,Mac mini,Mac Mini i7 3.2GHz (Late 2018),,128 GB,SSD,,,300
Machines,Mac,Mac mini,Mac Mini i7 3.2GHz (Late 2018),,256 GB,SSD,,,350
Machines,Mac,Mac mini,Mac Mini i7 3.2GHz (Late 2018),,512 GB,SSD,,,350
Machines,Mac,Mac mini,Mac Mini i7 3.2GHz (Late 2018),,1 TB,SSD,,,375
Machines,Mac,Mac mini,Mac Mini i7 3.2GHz (Late 2018),,2 TB,SSD,,,475
Machines,Mac,Mac mini,Mac Mini i3 3.6GHz (Early 2020),,256 GB,SSD,,,200
Machines,Mac,Mac mini,Mac Mini i3 3.6GHz (Early 2020),,512 GB,SSD,,,275
Machines,Mac,Mac mini,Mac Mini i3 3.6GHz (Early 2020),,1 TB,SSD,,,340
Machines,Mac,Mac mini,Mac Mini i3 3.6GHz (Early 2020),,2 TB,SSD,,,365
Machines,Mac,Mac mini,Mac Mini i5 3.0GHz (Early 2020),,512 GB,SSD,,,340
Machines,Mac,Mac mini,Mac Mini i5 3.0GHz (Early 2020),,1 TB,SSD,,,365
Machines,Mac,Mac mini,Mac Mini i5 3.0GHz (Early 2020),,2 TB,SSD,,,415
Machines,Mac,Mac mini,Mac Mini i7 3.2GHz (Early 2020),,256 GB,SSD,,,340
Machines,Mac,Mac mini,Mac Mini i7 3.2GHz (Early 2020),,512 GB,SSD,,,340
Machines,Mac,Mac mini,Mac Mini i7 3.2GHz (Early 2020),,1 TB,SSD,,,365
Machines,Mac,Mac mini,Mac Mini i7 3.2GHz (Early 2020),,2 TB,SSD,,,475
Machines,Mac,Mac mini,Mac Mini M1 8-Core CPU & 8-Core GPU (Late 2020),,256 GB,SSD,,,350
Machines,Mac,Mac mini,Mac Mini M1 8-Core CPU & 8-Core GPU (Late 2020),,512 GB,SSD,,,350
Machines,Mac,Mac mini,Mac Mini M1 8-Core CPU & 8-Core GPU (Late 2020),,1 TB,SSD,,,375
Machines,Mac,Mac mini,Mac Mini M1 8-Core CPU & 8-Core GPU (Late 2020),,2 TB,SSD,,,475
Machines,Mac,Mac mini,Mac Mini M2 8-Core CPU & 10-Core GPU (Early 2023),,256 GB,SSD,,,425
Machines,Mac,Mac mini,Mac Mini M2 8-Core CPU & 10-Core GPU (Early 2023),,512 GB,SSD,,,475
Machines,Mac,Mac mini,Mac Mini M2 8-Core CPU & 10-Core GPU (Early 2023),,1 TB,SSD,,,525
Machines,Mac,Mac mini,Mac Mini M2 8-Core CPU & 10-Core GPU (Early 2023),,2 TB,SSD,,,625
Machines,Mac,Mac mini,Mac Mini M2 Pro 10-Core CPU & 16-Core GPU (Early 2023),,512 GB,SSD,,,475
Machines,Mac,Mac mini,Mac Mini M2 Pro 10-Core CPU & 16-Core GPU (Early 2023),,1 TB,SSD,,,525
Machines,Mac,Mac mini,Mac Mini M2 Pro 10-Core CPU & 16-Core GPU (Early 2023),,2 TB,SSD,,,675
Machines,Mac,Mac mini,Mac Mini M2 Pro 10-Core CPU & 16-Core GPU (Early 2023),,4 TB,SSD,,,675
Machines,Mac,Mac mini,Mac Mini M2 Pro 10-Core CPU & 16-Core GPU (Early 2023),,8 TB,SSD,,,675
Machines,Mac,Mac mini,Mac Mini M2 Pro 12-Core CPU & 19-Core GPU (Early 2023),,512 GB,SSD,,,475
Machines,Mac,Mac mini,Mac Mini M2 Pro 12-Core CPU & 19-Core GPU (Early 2023),,1 TB,SSD,,,525
Machines,Mac,Mac mini,Mac Mini M2 Pro 12-Core CPU & 19-Core GPU (Early 2023),,2 TB,SSD,,,660
Machines,Mac,Mac mini,Mac Mini M2 Pro 12-Core CPU & 19-Core GPU (Early 2023),,4 TB,SSD,,,675
Machines,Mac,Mac mini,Mac Mini M2 Pro 12-Core CPU & 19-Core GPU (Early 2023),,8 TB,SSD,,,675
Machines,Mac,Mac mini,Mac Mini M4 10-Core CPU & 10-Core GPU (Late 2024),,256 GB,SSD,,,1025
Machines,Mac,Mac mini,Mac Mini M4 10-Core CPU & 10-Core GPU (Late 2024),,512 GB,SSD,,,1375
Machines,Mac,Mac mini,Mac Mini M4 10-Core CPU & 10-Core GPU (Late 2024),,1 TB,SSD,,,1750
Machines,Mac,Mac mini,Mac Mini M4 10-Core CPU & 10-Core GPU (Late 2024),,2 TB,SSD,,,2375
Machines,Mac,Mac mini,Mac Mini M4 Pro 12-Core CPU & 16-Core GPU (Late 2024),,512 GB,SSD,,,2300
Machines,Mac,Mac mini,Mac Mini M4 Pro 12-Core CPU & 16-Core GPU (Late 2024),,1 TB,SSD,,,2625
Machines,Mac,Mac mini,Mac Mini M4 Pro 12-Core CPU & 16-Core GPU (Late 2024),,2 TB,SSD,,,3175
Machines,Mac,Mac mini,Mac Mini M4 Pro 12-Core CPU & 16-Core GPU (Late 2024),,4 TB,SSD,,,4050
Machines,Mac,Mac mini,Mac Mini M4 Pro 12-Core CPU & 16-Core GPU (Late 2024),,8 TB,SSD,,,5825
Machines,Mac,Mac mini,Mac Mini M4 Pro 14-Core CPU & 20-Core GPU (Late 2024),,512 GB,SSD,,,2625
Machines,Mac,Mac mini,Mac Mini M4 Pro 14-Core CPU & 20-Core GPU (Late 2024),,1 TB,SSD,,,2975
Machines,Mac,Mac mini,Mac Mini M4 Pro 14-Core CPU & 20-Core GPU (Late 2024),,2 TB,SSD,,,3500
Machines,Mac,Mac mini,Mac Mini M4 Pro 14-Core CPU & 20-Core GPU (Late 2024),,4 TB,SSD,,,4375
Machines,Mac,Mac mini,Mac Mini M4 Pro 14-Core CPU & 20-Core GPU (Late 2024),,8 TB,SSD,,,6175
Machines,Mac,Mac Studio,Mac Studio M1 Max 10-Core CPU & 24-Core GPU (Early 2022),,512 GB,SSD,,,1825
Machines,Mac,Mac Studio,Mac Studio M1 Max 10-Core CPU & 24-Core GPU (Early 2022),,1 TB,SSD,,,1975
Machines,Mac,Mac Studio,Mac Studio M1 Max 10-Core CPU & 24-Core GPU (Early 2022),,2 TB,SSD,,,2375
Machines,Mac,Mac Studio,Mac Studio M1 Max 10-Core CPU & 24-Core GPU (Early 2022),,4 TB,SSD,,,2925
Machines,Mac,Mac Studio,Mac Studio M1 Max 10-Core CPU & 24-Core GPU (Early 2022),,8 TB,SSD,,,3625
Machines,Mac,Mac Studio,Mac Studio M1 Max 10-Core CPU & 32-Core GPU (Early 2022),,512 GB,SSD,,,1975
Machines,Mac,Mac Studio,Mac Studio M1 Max 10-Core CPU & 32-Core GPU (Early 2022),,1 TB,SSD,,,2100
Machines,Mac,Mac Studio,Mac Studio M1 Max 10-Core CPU & 32-Core GPU (Early 2022),,2 TB,SSD,,,2450
Machines,Mac,Mac Studio,Mac Studio M1 Max 10-Core CPU & 32-Core GPU (Early 2022),,4 TB,SSD,,,2975
Machines,Mac,Mac Studio,Mac Studio M1 Max 10-Core CPU & 32-Core GPU (Early 2022),,8 TB,SSD,,,3825
Machines,Mac,Mac Studio,Mac Studio M1 Ultra 20-Core CPU & 48-Core GPU (Early 2022),,1 TB,SSD,,,3250
Machines,Mac,Mac Studio,Mac Studio M1 Ultra 20-Core CPU & 48-Core GPU (Early 2022),,2 TB,SSD,,,3950
Machines,Mac,Mac Studio,Mac Studio M1 Ultra 20-Core CPU & 48-Core GPU (Early 2022),,4 TB,SSD,,,4200
Machines,Mac,Mac Studio,Mac Studio M1 Ultra 20-Core CPU & 48-Core GPU (Early 2022),,8 TB,SSD,,,5075
Machines,Mac,Mac Studio,Mac Studio M1 Ultra 20-Core CPU & 64-Core GPU (Early 2022),,1 TB,SSD,,,4375
Machines,Mac,Mac Studio,Mac Studio M1 Ultra 20-Core CPU & 64-Core GPU (Early 2022),,2 TB,SSD,,,4775
Machines,Mac,Mac Studio,Mac Studio M1 Ultra 20-Core CPU & 64-Core GPU (Early 2022),,4 TB,SSD,,,5325
Machines,Mac,Mac Studio,Mac Studio M1 Ultra 20-Core CPU & 64-Core GPU (Early 2022),,8 TB,SSD,,,5900
Machines,Mac,Mac Studio,Mac Studio M2 Max 12-Core CPU & 30-Core GPU (Mid 2023),,512 GB,SSD,,,3000
Machines,Mac,Mac Studio,Mac Studio M2 Max 12-Core CPU & 30-Core GPU (Mid 2023),,1 TB,SSD,,,3225
Machines,Mac,Mac Studio,Mac Studio M2 Max 12-Core CPU & 30-Core GPU (Mid 2023),,2 TB,SSD,,,3825
Machines,Mac,Mac Studio,Mac Studio M2 Max 12-Core CPU & 30-Core GPU (Mid 2023),,4 TB,SSD,,,4700
Machines,Mac,Mac Studio,Mac Studio M2 Max 12-Core CPU & 30-Core GPU (Mid 2023),,8 TB,SSD,,,5900
Machines,Mac,Mac Studio,Mac Studio M2 Max 12-Core CPU & 38-Core GPU (Mid 2023),,512 GB,SSD,,,3225
Machines,Mac,Mac Studio,Mac Studio M2 Max 12-Core CPU & 38-Core GPU (Mid 2023),,1 TB,SSD,,,3575
Machines,Mac,Mac Studio,Mac Studio M2 Max 12-Core CPU & 38-Core GPU (Mid 2023),,2 TB,SSD,,,4150
Machines,Mac,Mac Studio,Mac Studio M2 Max 12-Core CPU & 38-Core GPU (Mid 2023),,4 TB,SSD,,,5000
Machines,Mac,Mac Studio,Mac Studio M2 Max 12-Core CPU & 38-Core GPU (Mid 2023),,8 TB,SSD,,,6150
Machines,Mac,Mac Studio,Mac Studio M2 Ultra 24-Core CPU & 60-Core GPU (Mid 2023),,1 TB,SSD,,,5925
Machines,Mac,Mac Studio,Mac Studio M2 Ultra 24-Core CPU & 60-Core GPU (Mid 2023),,2 TB,SSD,,,6475
Machines,Mac,Mac Studio,Mac Studio M2 Ultra 24-Core CPU & 60-Core GPU (Mid 2023),,4 TB,SSD,,,7150
Machines,Mac,Mac Studio,Mac Studio M2 Ultra 24-Core CPU & 60-Core GPU (Mid 2023),,8 TB,SSD,,,8350
Machines,Mac,Mac Studio,Mac Studio M2 Ultra 24-Core CPU & 76-Core GPU (Mid 2023),,1 TB,SSD,,,7350
Machines,Mac,Mac Studio,Mac Studio M2 Ultra 24-Core CPU & 76-Core GPU (Mid 2023),,2 TB,SSD,,,7950
Machines,Mac,Mac Studio,Mac Studio M2 Ultra 24-Core CPU & 76-Core GPU (Mid 2023),,4 TB,SSD,,,8800
Machines,Mac,Mac Studio,Mac Studio M2 Ultra 24-Core CPU & 76-Core GPU (Mid 2023),,8 TB,SSD,,,9600
Machines,Mac,Mac Studio,Mac Studio M3 Ultra 28-Core CPU & 60‑core GPU (Early 2025),,1 TB,SSD,,,8675
Machines,Mac,Mac Studio,Mac Studio M3 Ultra 28-Core CPU & 60‑core GPU (Early 2025),,2 TB,SSD,,,9450
Machines,Mac,Mac Studio,Mac Studio M3 Ultra 28-Core CPU & 60‑core GPU (Early 2025),,4 TB,SSD,,,10025
Machines,Mac,Mac Studio,Mac Studio M3 Ultra 28-Core CPU & 60‑core GPU (Early 2025),,8 TB,SSD,,,11125
Machines,Mac,Mac Studio,Mac Studio M3 Ultra 28-Core CPU & 60‑core GPU (Early 2025),,16 TB,SSD,,,13600
Machines,Mac,Mac Studio,Mac Studio M3 Ultra 32-Core CPU & 80‑core GPU (Early 2025),,1 TB,SSD,,,10525
Machines,Mac,Mac Studio,Mac Studio M3 Ultra 32-Core CPU & 80‑core GPU (Early 2025),,2 TB,SSD,,,11300
Machines,Mac,Mac Studio,Mac Studio M3 Ultra 32-Core CPU & 80‑core GPU (Early 2025),,4 TB,SSD,,,11850
Machines,Mac,Mac Studio,Mac Studio M3 Ultra 32-Core CPU & 80‑core GPU (Early 2025),,8 TB,SSD,,,12950
Machines,Mac,Mac Studio,Mac Studio M3 Ultra 32-Core CPU & 80‑core GPU (Early 2025),,16 TB,SSD,,,15525
Machines,Mac,Mac Studio,Mac Studio M4 Max 14-Core CPU & 32‑core GPU (Early 2025),,512 GB,SSD,,,4325
Machines,Mac,Mac Studio,Mac Studio M4 Max 14-Core CPU & 32‑core GPU (Early 2025),,1 TB,SSD,,,4800
Machines,Mac,Mac Studio,Mac Studio M4 Max 14-Core CPU & 32‑core GPU (Early 2025),,2 TB,SSD,,,5650
Machines,Mac,Mac Studio,Mac Studio M4 Max 14-Core CPU & 32‑core GPU (Early 2025),,4 TB,SSD,,,6175
Machines,Mac,Mac Studio,Mac Studio M4 Max 14-Core CPU & 32‑core GPU (Early 2025),,8 TB,SSD,,,7575
Machines,Mac,Mac Studio,Mac Studio M4 Max 16-Core CPU & 40‑core GPU (Early 2025),,512 GB,SSD,,,5175
Machines,Mac,Mac Studio,Mac Studio M4 Max 16-Core CPU & 40‑core GPU (Early 2025),,1 TB,SSD,,,5850
Machines,Mac,Mac Studio,Mac Studio M4 Max 16-Core CPU & 40‑core GPU (Early 2025),,2 TB,SSD,,,6575
Machines,Mac,Mac Studio,Mac Studio M4 Max 16-Core CPU & 40‑core GPU (Early 2025),,4 TB,SSD,,,7050
Machines,Mac,Mac Studio,Mac Studio M4 Max 16-Core CPU & 40‑core GPU (Early 2025),,8 TB,SSD,,,8375
Machines,Mac,iMac,iMac i5 3.4GHz 27-inch (Mid 2017),,256 GB,SSD,,,275
Machines,Mac,iMac,iMac i5 3.4GHz 27-inch (Mid 2017),,512 GB,SSD,,,300
Machines,Mac,iMac,iMac i5 3.4GHz 27-inch (Mid 2017),,1 TB,Fusion Drive,,,375
Machines,Mac,iMac,iMac i5 3.4GHz 27-inch (Mid 2017),,1 TB,SSD,,,375
Machines,Mac,iMac,iMac i5 3.4GHz 27-inch (Mid 2017),,2 TB,Fusion Drive,,,425
Machines,Mac,iMac,iMac i5 3.5GHz 27-inch (Mid 2017),,256 GB,SSD,,,275
Machines,Mac,iMac,iMac i5 3.5GHz 27-inch (Mid 2017),,512 GB,SSD,,,300
Machines,Mac,iMac,iMac i5 3.5GHz 27-inch (Mid 2017),,1 TB,Fusion Drive,,,375
Machines,Mac,iMac,iMac i5 3.5GHz 27-inch (Mid 2017),,1 TB,SSD,,,375
Machines,Mac,iMac,iMac i5 3.5GHz 27-inch (Mid 2017),,2 TB,Fusion Drive,,,425
Machines,Mac,iMac,iMac i5 3.5GHz 27-inch (Mid 2017),,3 TB,Fusion Drive,,,450
Machines,Mac,iMac,iMac i5 3.8GHz 27-inch (Mid 2017),,512 GB,SSD,,,300
Machines,Mac,iMac,iMac i5 3.8GHz 27-inch (Mid 2017),,1 TB,SSD,,,375
Machines,Mac,iMac,iMac i5 3.8GHz 27-inch (Mid 2017),,2 TB,Fusion Drive,,,425
Machines,Mac,iMac,iMac i5 3.8GHz 27-inch (Mid 2017),,2 TB,SSD,,,425
Machines,Mac,iMac,iMac i5 3.8GHz 27-inch (Mid 2017),,3 TB,Fusion Drive,,,450
Machines,Mac,iMac,iMac i7 4.2GHz 27-inch (Mid 2017),,256 GB,SSD,,,275
Machines,Mac,iMac,iMac i7 4.2GHz 27-inch (Mid 2017),,512 GB,SSD,,,300
Machines,Mac,iMac,iMac i7 4.2GHz 27-inch (Mid 2017),,1 TB,Fusion Drive,,,400
Machines,Mac,iMac,iMac i7 4.2GHz 27-inch (Mid 2017),,1 TB,SSD,,,400
Machines,Mac,iMac,iMac i7 4.2GHz 27-inch (Mid 2017),,2 TB,Fusion Drive,,,425
Machines,Mac,iMac,iMac i7 4.2GHz 27-inch (Mid 2017),,2 TB,SSD,,,425
Machines,Mac,iMac,iMac i7 4.2GHz 27-inch (Mid 2017),,3 TB,Fusion Drive,,,450
Machines,Mac,iMac Pro,iMac Pro Xeon W 2.3GHz 27-inch (Late 2017),,1 TB,SSD,,,750
Machines,Mac,iMac Pro,iMac Pro Xeon W 2.3GHz 27-inch (Late 2017),,2 TB,SSD,,,850
Machines,Mac,iMac Pro,iMac Pro Xeon W 2.3GHz 27-inch (Late 2017),,4 TB,SSD,,,950
Machines,Mac,iMac Pro,iMac Pro Xeon W 2.5GHz 27-inch (Late 2017),,1 TB,SSD,,,900
Machines,Mac,iMac Pro,iMac Pro Xeon W 2.5GHz 27-inch (Late 2017),,2 TB,SSD,,,975
Machines,Mac,iMac Pro,iMac Pro Xeon W 2.5GHz 27-inch (Late 2017),,4 TB,SSD,,,1050
Machines,Mac,iMac Pro,iMac Pro Xeon W 3.0GHz 27-inch (Late 2017),,1 TB,SSD,,,950
Machines,Mac,iMac Pro,iMac Pro Xeon W 3.0GHz 27-inch (Late 2017),,2 TB,SSD,,,975
Machines,Mac,iMac Pro,iMac Pro Xeon W 3.0GHz 27-inch (Late 2017),,4 TB,SSD,,,1000
Machines,Mac,iMac Pro,iMac Pro Xeon W 3.2GHz 27-inch (Late 2017),,1 TB,SSD,,,750
Machines,Mac,iMac Pro,iMac Pro Xeon W 3.2GHz 27-inch (Late 2017),,2 TB,SSD,,,850
Machines,Mac,iMac Pro,iMac Pro Xeon W 3.2GHz 27-inch (Late 2017),,4 TB,SSD,,,950
Machines,Mac,iMac,iMac i5 3.0GHz 27-inch (Early 2019),,256 GB,SSD,,,350
Machines,Mac,iMac,iMac i5 3.0GHz 27-inch (Early 2019),,512 GB,SSD,,,425
Machines,Mac,iMac,iMac i5 3.0GHz 27-inch (Early 2019),,1 TB,Fusion Drive,,,425
Machines,Mac,iMac,iMac i5 3.0GHz 27-inch (Early 2019),,1 TB,SSD,,,450
Machines,Mac,iMac,iMac i5 3.0GHz 27-inch (Early 2019),,2 TB,Fusion Drive,,,475
Machines,Mac,iMac,iMac i5 3.1GHz 27-inch (Early 2019),,256 GB,SSD,,,450
Machines,Mac,iMac,iMac i5 3.1GHz 27-inch (Early 2019),,512 GB,SSD,,,500
Machines,Mac,iMac,iMac i5 3.1GHz 27-inch (Early 2019),,1 TB,Fusion Drive,,,500
Machines,Mac,iMac,iMac i5 3.1GHz 27-inch (Early 2019),,1 TB,SSD,,,550
Machines,Mac,iMac,iMac i5 3.1GHz 27-inch (Early 2019),,2 TB,Fusion Drive,,,625
Machines,Mac,iMac,iMac i5 3.1GHz 27-inch (Early 2019),,3 TB,Fusion Drive,,,700
Machines,Mac,iMac,iMac i5 3.7GHz 27-inch (Early 2019),,512 GB,SSD,,,625
Machines,Mac,iMac,iMac i5 3.7GHz 27-inch (Early 2019),,1 TB,SSD,,,625
Machines,Mac,iMac,iMac i5 3.7GHz 27-inch (Early 2019),,2 TB,Fusion Drive,,,625
Machines,Mac,iMac,iMac i5 3.7GHz 27-inch (Early 2019),,2 TB,SSD,,,675
Machines,Mac,iMac,iMac i5 3.7GHz 27-inch (Early 2019),,3 TB,Fusion Drive,,,750
Machines,Mac,iMac,iMac i9 3.6GHz 27-inch (Early 2019),,256 GB,SSD,,,850
Machines,Mac,iMac,iMac i9 3.6GHz 27-inch (Early 2019),,512 GB,SSD,,,975
Machines,Mac,iMac,iMac i9 3.6GHz 27-inch (Early 2019),,1 TB,Fusion Drive,,,1100
Machines,Mac,iMac,iMac i9 3.6GHz 27-inch (Early 2019),,1 TB,SSD,,,1175
Machines,Mac,iMac,iMac i9 3.6GHz 27-inch (Early 2019),,2 TB,Fusion Drive,,,1275
Machines,Mac,iMac,iMac i9 3.6GHz 27-inch (Early 2019),,2 TB,SSD,,,1350
Machines,Mac,iMac,iMac i9 3.6GHz 27-inch (Early 2019),,3 TB,Fusion Drive,,,1425
Machines,Mac,iMac,iMac i5 3.1GHz 27-inch (Mid 2020),,256 GB,SSD,,,650
Machines,Mac,iMac,iMac i5 3.3GHz 27-inch (Mid 2020),,512 GB,SSD,,,775
Machines,Mac,iMac,iMac i5 3.3GHz 27-inch (Mid 2020),,1 TB,SSD,,,825
Machines,Mac,iMac,iMac i5 3.3GHz 27-inch (Mid 2020),,2 TB,SSD,,,950
Machines,Mac,iMac,iMac i7 3.8GHz 27-inch (Mid 2020),,512 GB,SSD,,,875
Machines,Mac,iMac,iMac i7 3.8GHz 27-inch (Mid 2020),,1 TB,SSD,,,975
Machines,Mac,iMac,iMac i7 3.8GHz 27-inch (Mid 2020),,2 TB,SSD,,,1025
Machines,Mac,iMac,iMac i7 3.8GHz 27-inch (Mid 2020),,4 TB,SSD,,,1250
Machines,Mac,iMac,iMac i7 3.8GHz 27-inch (Mid 2020),,8 TB,SSD,,,1650
Machines,Mac,iMac,iMac i9 3.6GHz 27-inch (Mid 2020),,512 GB,SSD,,,1175
Machines,Mac,iMac,iMac i9 3.6GHz 27-inch (Mid 2020),,1 TB,SSD,,,1275
Machines,Mac,iMac,iMac i9 3.6GHz 27-inch (Mid 2020),,2 TB,SSD,,,1475
Machines,Mac,iMac,iMac i9 3.6GHz 27-inch (Mid 2020),,4 TB,SSD,,,1650
Machines,Mac,iMac,iMac i9 3.6GHz 27-inch (Mid 2020),,8 TB,SSD,,,1775
Machines,Mac,iMac,iMac M1 8-Core CPU & 7-Core GPU 24-inch (Early 2021),,256 GB,SSD,,,575
Machines,Mac,iMac,iMac M1 8-Core CPU & 7-Core GPU 24-inch (Early 2021),,512 GB,SSD,,,575
Machines,Mac,iMac,iMac M1 8-Core CPU & 7-Core GPU 24-inch (Early 2021),,1 TB,SSD,,,675
Machines,Mac,iMac,iMac M1 8-Core CPU & 8-Core GPU 24-inch (Early 2021),,256 GB,SSD,,,650
Machines,Mac,iMac,iMac M1 8-Core CPU & 8-Core GPU 24-inch (Early 2021),,512 GB,SSD,,,725
Machines,Mac,iMac,iMac M1 8-Core CPU & 8-Core GPU 24-inch (Early 2021),,1 TB,SSD,,,725
Machines,Mac,iMac,iMac M1 8-Core CPU & 8-Core GPU 24-inch (Early 2021),,2 TB,SSD,,,725
Machines,Mac,iMac,iMac M3 8-Core CPU & 8-Core GPU 24-inch (Late 2023),,256 GB,SSD,,,2175
Machines,Mac,iMac,iMac M3 8-Core CPU & 8-Core GPU 24-inch (Late 2023),,512 GB,SSD,,,2500
Machines,Mac,iMac,iMac M3 8-Core CPU & 8-Core GPU 24-inch (Late 2023),,1 TB,SSD,,,2800
Machines,Mac,iMac,iMac M3 8-Core CPU & 10-Core GPU 24-inch (Late 2023),,256 GB,SSD,,,2650
Machines,Mac,iMac,iMac M3 8-Core CPU & 10-Core GPU 24-inch (Late 2023),,512 GB,SSD,,,2950
Machines,Mac,iMac,iMac M3 8-Core CPU & 10-Core GPU 24-inch (Late 2023),,1 TB,SSD,,,3250
Machines,Mac,iMac,iMac M3 8-Core CPU & 10-Core GPU 24-inch (Late 2023),,2 TB,SSD,,,3725
Machines,Mac,iMac,iMac M4 8-Core CPU & 8-Core GPU 24-inch (Late 2024),,256 GB,SSD,,,2450
Machines,Mac,iMac,iMac M4 8-Core CPU & 8-Core GPU 24-inch (Late 2024),,512 GB,SSD,,,2825
Machines,Mac,iMac,iMac M4 8-Core CPU & 8-Core GPU 24-inch (Late 2024),,1 TB,SSD,,,3200
Machines,Mac,iMac,iMac M4 10-Core CPU & 10-Core GPU 24-inch (Late 2024),,256 GB,SSD,,,2725
Machines,Mac,iMac,iMac M4 10-Core CPU & 10-Core GPU 24-inch (Late 2024),,512 GB,SSD,,,3200
Machines,Mac,iMac,iMac M4 10-Core CPU & 10-Core GPU 24-inch (Late 2024),,1 TB,SSD,,,3575
Machines,Mac,iMac,iMac M4 10-Core CPU & 10-Core GPU 24-inch (Late 2024),,2 TB,SSD,,,3925
Machines,Mac,MacBook,MacBook i5 1.3GHz 12-inch (Mid 2017),,256 GB,SSD,,,275
Machines,Mac,MacBook,MacBook i5 1.3GHz 12-inch (Mid 2017),,512 GB,SSD,,,375
Machines,Mac,MacBook,MacBook i7 1.4GHz 12-inch (Mid 2017),,256 GB,SSD,,,325
Machines,Mac,MacBook,MacBook i7 1.4GHz 12-inch (Mid 2017),,512 GB,SSD,,,425
Machines,Mac,MacBook,MacBook M3 1.2GHz 12-inch (Mid 2017),,256 GB,SSD,,,275
Machines,Mac,MacBook Air,MacBook Air i5 1.8GHz 13-inch (Mid 2017),,128 GB,SSD,,,175
Machines,Mac,MacBook Air,MacBook Air i5 1.8GHz 13-inch (Mid 2017),,256 GB,SSD,,,225
Machines,Mac,MacBook Air,MacBook Air i5 1.8GHz 13-inch (Mid 2017),,512 GB,SSD,,,250
Machines,Mac,MacBook Air,MacBook Air i7 2.2GHz 13-inch (Mid 2017),,128 GB,SSD,,,250
Machines,Mac,MacBook Air,MacBook Air i7 2.2GHz 13-inch (Mid 2017),,256 GB,SSD,,,300
Machines,Mac,MacBook Air,MacBook Air i7 2.2GHz 13-inch (Mid 2017),,512 GB,SSD,,,425
Machines,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Late 2018),,128 GB,SSD,,,400
Machines,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Late 2018),,256 GB,SSD,,,400
Machines,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Late 2018),,512 GB,SSD,,,475
Machines,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Late 2018),,1.5 TB,SSD,,,500
Machines,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Mid 2019),,128 GB,SSD,,,400
Machines,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Mid 2019),,256 GB,SSD,,,400
Machines,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Mid 2019),,512 GB,SSD,,,475
Machines,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Mid 2019),,1 TB,SSD,,,475
Machines,Mac,MacBook Air,MacBook Air i3 1.1GHz 13-inch (Early 2020),,256 GB,SSD,,,345
Machines,Mac,MacBook Air,MacBook Air i3 1.1GHz 13-inch (Early 2020),,512 GB,SSD,,,350
Machines,Mac,MacBook Air,MacBook Air i3 1.1GHz 13-inch (Early 2020),,1 TB,SSD,,,350
Machines,Mac,MacBook Air,MacBook Air i3 1.1GHz 13-inch (Early 2020),,2 TB,SSD,,,420
Machines,Mac,MacBook Air,MacBook Air i5 1.1GHz 13-inch (Early 2020),,256 GB,SSD,,,450
Machines,Mac,MacBook Air,MacBook Air i5 1.1GHz 13-inch (Early 2020),,512 GB,SSD,,,475
Machines,Mac,MacBook Air,MacBook Air i5 1.1GHz 13-inch (Early 2020),,1 TB,SSD,,,475
Machines,Mac,MacBook Air,MacBook Air i5 1.1GHz 13-inch (Early 2020),,2 TB,SSD,,,550
Machines,Mac,MacBook Air,MacBook Air i7 1.2GHz 13-inch (Early 2020),,256 GB,SSD,,,475
Machines,Mac,MacBook Air,MacBook Air i7 1.2GHz 13-inch (Early 2020),,512 GB,SSD,,,475
Machines,Mac,MacBook Air,MacBook Air i7 1.2GHz 13-inch (Early 2020),,1 TB,SSD,,,500
Machines,Mac,MacBook Air,MacBook Air i7 1.2GHz 13-inch (Early 2020),,2 TB,SSD,,,575
Machines,Mac,MacBook Air,MacBook Air M1 8-Core CPU & 7-Core GPU 13-inch (Late 2020),,128 GB,SSD,,,505
