Collection Date,Pricing Category,Provider,Device,Model,Specification,Max. Trade-In Value (RM),Source URL
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Max 12-Core CPU and 38-Core GPU 14 inch (Early 2023),1TB SSD,3725,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Max 12-Core CPU and 38-Core GPU 14 inch (Early 2023),2TB SSD,4125,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Max 12-Core CPU and 38-Core GPU 14 inch (Early 2023),4TB SSD,4775,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Max 12-Core CPU and 38-Core GPU 14 inch (Early 2023),512GB SSD,3475,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Max 12-Core CPU and 38-Core GPU 14 inch (Early 2023),8TB SSD,5825,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Max 12-Core CPU and 38-Core GPU 16 inch (Early 2023),1TB SSD,4000,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Max 12-Core CPU and 38-Core GPU 16 inch (Early 2023),2TB SSD,4500,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Max 12-Core CPU and 38-Core GPU 16 inch (Early 2023),4TB SSD,4950,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Max 12-Core CPU and 38-Core GPU 16 inch (Early 2023),512GB SSD,3925,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Max 12-Core CPU and 38-Core GPU 16 inch (Early 2023),8TB SSD,5975,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Pro 10-Core CPU and 16-Core GPU 14 inch (Early 2023),1TB SSD,2625,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Pro 10-Core CPU and 16-Core GPU 14 inch (Early 2023),2TB SSD,3075,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Pro 10-Core CPU and 16-Core GPU 14 inch (Early 2023),4TB SSD,3575,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Pro 10-Core CPU and 16-Core GPU 14 inch (Early 2023),512GB SSD,2450,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Pro 10-Core CPU and 16-Core GPU 14 inch (Early 2023),8TB SSD,4050,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Pro 12-Core CPU and 19-Core GPU 14 inch (Early 2023),1TB SSD,2625,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Pro 12-Core CPU and 19-Core GPU 14 inch (Early 2023),2TB SSD,3275,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Pro 12-Core CPU and 19-Core GPU 14 inch (Early 2023),4TB SSD,3800,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Pro 12-Core CPU and 19-Core GPU 14 inch (Early 2023),512GB SSD,2500,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Pro 12-Core CPU and 19-Core GPU 14 inch (Early 2023),8TB SSD,4625,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Pro 12-Core CPU and 19-Core GPU 16 inch (Early 2023),1TB SSD,3125,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Pro 12-Core CPU and 19-Core GPU 16 inch (Early 2023),2TB SSD,3500,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Pro 12-Core CPU and 19-Core GPU 16 inch (Early 2023),4TB SSD,4300,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Pro 12-Core CPU and 19-Core GPU 16 inch (Early 2023),512GB SSD,2925,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M2 Pro 12-Core CPU and 19-Core GPU 16 inch (Early 2023),8TB SSD,5250,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 8-Core CPU and 10-Core GPU 14 inch (Late 2023),1TB SSD,2800,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 8-Core CPU and 10-Core GPU 14 inch (Late 2023),2TB SSD,3375,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 8-Core CPU and 10-Core GPU 14 inch (Late 2023),512GB SSD,2525,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Max 14-Core CPU and 30-Core GPU 14 inch (Late 2023),1TB SSD,4800,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Max 14-Core CPU and 30-Core GPU 14 inch (Late 2023),2TB SSD,5225,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Max 14-Core CPU and 30-Core GPU 14 inch (Late 2023),4TB SSD,6200,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Max 14-Core CPU and 30-Core GPU 14 inch (Late 2023),512GB SSD,4600,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Max 14-Core CPU and 30-Core GPU 14 inch (Late 2023),8TB SSD,7400,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Max 14-Core CPU and 30-Core GPU 16 inch (Late 2023),1TB SSD,5650,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Max 14-Core CPU and 30-Core GPU 16 inch (Late 2023),2TB SSD,6125,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Max 14-Core CPU and 30-Core GPU 16 inch (Late 2023),4TB SSD,7000,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Max 14-Core CPU and 30-Core GPU 16 inch (Late 2023),512GB SSD,5200,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Max 14-Core CPU and 30-Core GPU 16 inch (Late 2023),8TB SSD,8700,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Max 16-Core CPU and 40-Core GPU 14 inch (Late 2023),1TB SSD,5400,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Max 16-Core CPU and 40-Core GPU 14 inch (Late 2023),2TB SSD,6075,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Max 16-Core CPU and 40-Core GPU 14 inch (Late 2023),4TB SSD,6900,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Max 16-Core CPU and 40-Core GPU 14 inch (Late 2023),512GB SSD,5225,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Max 16-Core CPU and 40-Core GPU 14 inch (Late 2023),8TB SSD,8450,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Max 16-Core CPU and 40-Core GPU 16 inch (Late 2023),1TB SSD,6425,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Max 16-Core CPU and 40-Core GPU 16 inch (Late 2023),2TB SSD,7000,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Max 16-Core CPU and 40-Core GPU 16 inch (Late 2023),4TB SSD,7775,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Max 16-Core CPU and 40-Core GPU 16 inch (Late 2023),512GB SSD,5975,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Max 16-Core CPU and 40-Core GPU 16 inch (Late 2023),8TB SSD,9550,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Pro 11-Core CPU and 14-Core GPU 14 inch (Late 2023),1TB SSD,3300,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Pro 11-Core CPU and 14-Core GPU 14 inch (Late 2023),2TB SSD,4075,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Pro 11-Core CPU and 14-Core GPU 14 inch (Late 2023),4TB SSD,4725,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Pro 11-Core CPU and 14-Core GPU 14 inch (Late 2023),512GB SSD,3000,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Pro 12-Core CPU and 18-Core GPU 14 inch (Late 2023),1TB SSD,3700,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Pro 12-Core CPU and 18-Core GPU 14 inch (Late 2023),2TB SSD,4100,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Pro 12-Core CPU and 18-Core GPU 14 inch (Late 2023),4TB SSD,4725,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Pro 12-Core CPU and 18-Core GPU 14 inch (Late 2023),512GB SSD,3400,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Pro 12-Core CPU and 18-Core GPU 16 inch (Late 2023),1TB SSD,4350,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Pro 12-Core CPU and 18-Core GPU 16 inch (Late 2023),2TB SSD,5100,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Pro 12-Core CPU and 18-Core GPU 16 inch (Late 2023),4TB SSD,5875,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M3 Pro 12-Core CPU and 18-Core GPU 16 inch (Late 2023),512GB SSD,3900,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M4 10-Core CPU and 10-Core GPU 14 inch (Late 2024),1TB SSD,3300,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M4 10-Core CPU and 10-Core GPU 14 inch (Late 2024),2TB SSD,4100,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M4 10-Core CPU and 10-Core GPU 14 inch (Late 2024),512GB SSD,2925,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M4 Max 14-Core CPU and 32-Core GPU 14 inch (Late 2024),1TB SSD,5750,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M4 Max 14-Core CPU and 32-Core GPU 14 inch (Late 2024),2TB SSD,6375,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M4 Max 14-Core CPU and 32-Core GPU 14 inch (Late 2024),4TB SSD,7425,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M4 Max 14-Core CPU and 32-Core GPU 14 inch (Late 2024),8TB SSD,8600,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M4 Max 14-Core CPU and 32-Core GPU 16 inch (Late 2024),1TB SSD,6100,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M4 Max 14-Core CPU and 32-Core GPU 16 inch (Late 2024),2TB SSD,6775,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M4 Max 14-Core CPU and 32-Core GPU 16 inch (Late 2024),4TB SSD,7775,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M4 Max 14-Core CPU and 32-Core GPU 16 inch (Late 2024),8TB SSD,8875,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,"MacBook Pro M4 Max 16-Core CPU and 40-Core GPU 14"" (Late 2024)",1TB SSD,6550,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,"MacBook Pro M4 Max 16-Core CPU and 40-Core GPU 14"" (Late 2024)",2TB SSD,7125,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,"MacBook Pro M4 Max 16-Core CPU and 40-Core GPU 14"" (Late 2024)",4TB SSD,8125,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,"MacBook Pro M4 Max 16-Core CPU and 40-Core GPU 14"" (Late 2024)",8TB SSD,9200,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M4 Max 16-Core CPU and 40-Core GPU 16 inch (Late 2024),1TB SSD,6750,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M4 Max 16-Core CPU and 40-Core GPU 16 inch (Late 2024),2TB SSD,7375,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M4 Max 16-Core CPU and 40-Core GPU 16 inch (Late 2024),4TB SSD,8650,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M4 Max 16-Core CPU and 40-Core GPU 16 inch (Late 2024),8TB SSD,9900,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M4 Pro 12-Core CPU and 16-Core GPU 14 inch (Late 2024),1TB SSD,3900,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M4 Pro 12-Core CPU and 16-Core GPU 14 inch (Late 2024),2TB SSD,4575,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M4 Pro 12-Core CPU and 16-Core GPU 14 inch (Late 2024),4TB SSD,5075,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M4 Pro 12-Core CPU and 16-Core GPU 14 inch (Late 2024),512GB SSD,3475,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M4 Pro 14-Core CPU and 20-Core GPU 14 inch (Late 2024),1TB SSD,4275,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M4 Pro 14-Core CPU and 20-Core GPU 14 inch (Late 2024),2TB SSD,4925,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M4 Pro 14-Core CPU and 20-Core GPU 14 inch (Late 2024),4TB SSD,5800,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,"MacBook Pro M4 Pro 14-Core CPU and 20-Core GPU 14"" (Late 2024)",512GB SSD,4150,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M4 Pro 14-Core CPU and 20-Core GPU 16 inch (Late 2024),1TB SSD,4725,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M4 Pro 14-Core CPU and 20-Core GPU 16 inch (Late 2024),2TB SSD,5400,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M4 Pro 14-Core CPU and 20-Core GPU 16 inch (Late 2024),4TB SSD,5975,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M4 Pro 14-Core CPU and 20-Core GPU 16 inch (Late 2024),512GB SSD,4375,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M5 10 -Core CPU and 10-Core GPU 14 inch (Late 2025),1TB SSD,4425,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M5 10 -Core CPU and 10-Core GPU 14 inch (Late 2025),2TB SSD,5400,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M5 10 -Core CPU and 10-Core GPU 14 inch (Late 2025),4TB SSD,6350,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,MacBook Pro M5 10 -Core CPU and 10-Core GPU 14 inch (Late 2025),512GB SSD,3950,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini i3 3.6GHz (Early 2020),1TB SSD,340,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini i3 3.6GHz (Early 2020),256GB SSD,200,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini i3 3.6GHz (Early 2020),2TB SSD,365,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini i3 3.6GHz (Early 2020),512GB SSD,275,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini i3 3.6GHz (Late 2018),128GB SSD,175,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini i3 3.6GHz (Late 2018),1TB SSD,350,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini i3 3.6GHz (Late 2018),256GB SSD,200,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini i3 3.6GHz (Late 2018),2TB SSD,375,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini i3 3.6GHz (Late 2018),512GB SSD,275,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini i5 3.0GHz (Early 2020),1TB SSD,365,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini i5 3.0GHz (Early 2020),2TB SSD,415,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini i5 3.0GHz (Early 2020),512GB SSD,340,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini i5 3.0GHz (Late 2018),128GB SSD,200,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini i5 3.0GHz (Late 2018),1TB SSD,375,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini i5 3.0GHz (Late 2018),256GB SSD,300,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini i5 3.0GHz (Late 2018),2TB SSD,425,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini i5 3.0GHz (Late 2018),512GB SSD,350,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini i7 3.2GHz (Early 2020),1TB SSD,365,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini i7 3.2GHz (Early 2020),256GB SSD,340,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini i7 3.2GHz (Early 2020),2TB SSD,475,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini i7 3.2GHz (Early 2020),512GB SSD,340,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini i7 3.2GHz (Late 2018),128GB SSD,300,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini i7 3.2GHz (Late 2018),1TB SSD,375,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini i7 3.2GHz (Late 2018),256GB SSD,350,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini i7 3.2GHz (Late 2018),2TB SSD,475,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini i7 3.2GHz (Late 2018),512GB SSD,350,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M1 8-Core CPU and 8-Core GPU (Late 2020),1TB SSD,375,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M1 8-Core CPU and 8-Core GPU (Late 2020),256GB SSD,350,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M1 8-Core CPU and 8-Core GPU (Late 2020),2TB SSD,475,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M1 8-Core CPU and 8-Core GPU (Late 2020),512GB SSD,350,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M2 8-Core CPU and 10-Core GPU (Early 2023),1TB SSD,525,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M2 8-Core CPU and 10-Core GPU (Early 2023),256GB SSD,425,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M2 8-Core CPU and 10-Core GPU (Early 2023),2TB SSD,625,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M2 8-Core CPU and 10-Core GPU (Early 2023),512GB SSD,475,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M2 Pro 10-Core CPU and 16-Core GPU (Early 2023),1TB SSD,525,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M2 Pro 10-Core CPU and 16-Core GPU (Early 2023),2TB SSD,675,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M2 Pro 10-Core CPU and 16-Core GPU (Early 2023),4TB SSD,675,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M2 Pro 10-Core CPU and 16-Core GPU (Early 2023),512GB SSD,475,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M2 Pro 10-Core CPU and 16-Core GPU (Early 2023),8TB SSD,675,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M2 Pro 12-Core CPU and 19-Core GPU (Early 2023),1TB SSD,525,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M2 Pro 12-Core CPU and 19-Core GPU (Early 2023),2TB SSD,660,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M2 Pro 12-Core CPU and 19-Core GPU (Early 2023),4TB SSD,675,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M2 Pro 12-Core CPU and 19-Core GPU (Early 2023),512GB SSD,475,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M2 Pro 12-Core CPU and 19-Core GPU (Early 2023),8TB SSD,675,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 10-Core CPU and 10-Core GPU (Late 2024),1TB,1750,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 10-Core CPU and 10-Core GPU (Late 2024),256GB,1025,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 10-Core CPU and 10-Core GPU (Late 2024),2TB,2375,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 10-Core CPU and 10-Core GPU (Late 2024),512GB,1375,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 Pro 12-Core CPU and 16-Core GPU (Late 2024),1TB,2625,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 Pro 12-Core CPU and 16-Core GPU (Late 2024),2TB,3175,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 Pro 12-Core CPU and 16-Core GPU (Late 2024),4TB,4050,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 Pro 12-Core CPU and 16-Core GPU (Late 2024),512GB,2300,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 Pro 12-Core CPU and 16-Core GPU (Late 2024),8TB,5825,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 Pro 14-Core CPU and 20-Core GPU (Late 2024),1TB SSD,2975,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 Pro 14-Core CPU and 20-Core GPU (Late 2024),2TB SSD,3500,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 Pro 14-Core CPU and 20-Core GPU (Late 2024),4TB SSD,4375,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 Pro 14-Core CPU and 20-Core GPU (Late 2024),512GB SSD,2625,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 Pro 14-Core CPU and 20-Core GPU (Late 2024),8TB SSD,6175,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),1TB SSD,10000,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),2TB SSD,10600,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),4TB SSD,11400,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),8TB SSD,12100,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU Rack (Mid 2023),1TB SSD,10000,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU Rack (Mid 2023),2TB SSD,10600,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU Rack (Mid 2023),4TB SSD,11400,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU Rack (Mid 2023),8TB SSD,12100,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 76-Core GPU (Mid 2023),1TB SSD,11400,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 76-Core GPU (Mid 2023),2TB SSD,12000,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 76-Core GPU (Mid 2023),4TB SSD,12900,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 76-Core GPU (Mid 2023),8TB SSD,13700,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 76-Core GPU Rack (Mid 2023),1TB SSD,11400,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 76-Core GPU Rack (Mid 2023),2TB SSD,12025,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 76-Core GPU Rack (Mid 2023),4TB SSD,12900,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 76-Core GPU Rack (Mid 2023),8TB SSD,13650,https://compasia.my/pages/trade-in
