Collection Date,Pricing Category,Provider,Device,Model,Specification,Max. Trade-In Value (RM),Standardized Model,Model_Year,Device Type,Model.1,Generation,Year,Screen Size (inch),Clock Speed,Chipset,RAM (GB),Storage (GB),Storage Type,Connectivity,Model Number
,Retailer Trade-in,iTworld,iPad,iPad Pro 12.9‑inch (Gen 2) 2017,64GB Cellular,410,iPad Pro 12.9‑inch (Gen 2) 2017,2017.0,iPad,iPad Pro,2.0,2017,,,,,64.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Pro 12.9‑inch (Gen 2) 2017,64GB Wi-Fi,380,iPad Pro 12.9‑inch (Gen 2) 2017,2017.0,iPad,iPad Pro,2.0,2017,,,,,64.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Pro 12.9‑inch (Gen 2) 2017,256GB Cellular,480,iPad Pro 12.9‑inch (Gen 2) 2017,2017.0,iPad,iPad Pro,2.0,2017,,,,,256.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Pro 12.9‑inch (Gen 2) 2017,256GB Wi-Fi,430,iPad Pro 12.9‑inch (Gen 2) 2017,2017.0,iPad,iPad Pro,2.0,2017,,,,,256.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Pro 12.9‑inch (Gen 2) 2017,512GB Cellular,580,iPad Pro 12.9‑inch (Gen 2) 2017,2017.0,iPad,iPad Pro,2.0,2017,,,,,512.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Pro 12.9‑inch (Gen 2) 2017,512GB Wi-Fi,560,iPad Pro 12.9‑inch (Gen 2) 2017,2017.0,iPad,iPad Pro,2.0,2017,,,,,512.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Pro 12.9‑inch (Gen 3) 2018,64GB Cellular,750,iPad Pro 12.9‑inch (Gen 3) 2018,2018.0,iPad,iPad Pro,3.0,2018,,,,,64.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Pro 12.9‑inch (Gen 3) 2018,64GB Wi-Fi,650,iPad Pro 12.9‑inch (Gen 3) 2018,2018.0,iPad,iPad Pro,3.0,2018,,,,,64.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Pro 12.9‑inch (Gen 3) 2018,256GB Cellular,850,iPad Pro 12.9‑inch (Gen 3) 2018,2018.0,iPad,iPad Pro,3.0,2018,,,,,256.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Pro 12.9‑inch (Gen 3) 2018,256GB Wi-Fi,750,iPad Pro 12.9‑inch (Gen 3) 2018,2018.0,iPad,iPad Pro,3.0,2018,,,,,256.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Pro 12.9‑inch (Gen 3) 2018,512GB Cellular,950,iPad Pro 12.9‑inch (Gen 3) 2018,2018.0,iPad,iPad Pro,3.0,2018,,,,,512.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Pro 12.9‑inch (Gen 3) 2018,512GB Wi-Fi,850,iPad Pro 12.9‑inch (Gen 3) 2018,2018.0,iPad,iPad Pro,3.0,2018,,,,,512.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Pro 12.9‑inch (Gen 3) 2018,1TB Cellular,1050,iPad Pro 12.9‑inch (Gen 3) 2018,2018.0,iPad,iPad Pro,3.0,2018,,,,,1024.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Pro 12.9‑inch (Gen 3) 2018,1TB Wi-Fi,950,iPad Pro 12.9‑inch (Gen 3) 2018,2018.0,iPad,iPad Pro,3.0,2018,,,,,1024.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Pro 12.9‑inch (Gen 4) 2020,128GB Cellular,1100,iPad Pro 12.9‑inch (Gen 4) 2020,2020.0,iPad,iPad Pro,4.0,2020,,,,,128.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Pro 12.9‑inch (Gen 4) 2020,128GB Wi-Fi,930,iPad Pro 12.9‑inch (Gen 4) 2020,2020.0,iPad,iPad Pro,4.0,2020,,,,,128.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Pro 12.9‑inch (Gen 4) 2020,256GB Cellular,1230,iPad Pro 12.9‑inch (Gen 4) 2020,2020.0,iPad,iPad Pro,4.0,2020,,,,,256.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Pro 12.9‑inch (Gen 4) 2020,256GB Wi-Fi,1100,iPad Pro 12.9‑inch (Gen 4) 2020,2020.0,iPad,iPad Pro,4.0,2020,,,,,256.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Pro 12.9‑inch (Gen 4) 2020,512GB Cellular,1380,iPad Pro 12.9‑inch (Gen 4) 2020,2020.0,iPad,iPad Pro,4.0,2020,,,,,512.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Pro 12.9‑inch (Gen 4) 2020,512GB Wi-Fi,1230,iPad Pro 12.9‑inch (Gen 4) 2020,2020.0,iPad,iPad Pro,4.0,2020,,,,,512.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Pro 12.9‑inch (Gen 4) 2020,1TB Cellular,1450,iPad Pro 12.9‑inch (Gen 4) 2020,2020.0,iPad,iPad Pro,4.0,2020,,,,,1024.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Pro 12.9‑inch (Gen 4) 2020,1TB Wi-Fi,1310,iPad Pro 12.9‑inch (Gen 4) 2020,2020.0,iPad,iPad Pro,4.0,2020,,,,,1024.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Pro 13-inch M4 (Gen 7) 2024 Nano Glass,"1TB, Cellular",3650,iPad Pro 13-inch M4 (Gen 7) 2024 Nano Glass,2024.0,iPad,iPad Pro,7.0,2024,13.0,,M4,,1024.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Pro 13-inch M4 (Gen 7) 2024 Nano Glass,"2TB, Cellular",4200,iPad Pro 13-inch M4 (Gen 7) 2024 Nano Glass,2024.0,iPad,iPad Pro,7.0,2024,13.0,,M4,,2048.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Pro 13-inch M4 (Gen 7) 2024 Standard Glass,"256GB, Cellular",2620,iPad Pro 13-inch M4 (Gen 7) 2024 Standard Glass,2024.0,iPad,iPad Pro,7.0,2024,13.0,,M4,,256.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Pro 13-inch M4 (Gen 7) 2024 Standard Glass,"512GB, Cellular",3000,iPad Pro 13-inch M4 (Gen 7) 2024 Standard Glass,2024.0,iPad,iPad Pro,7.0,2024,13.0,,M4,,512.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Pro 13-inch M4 (Gen 7) 2024 Standard Glass,"1TB, Cellular",3600,iPad Pro 13-inch M4 (Gen 7) 2024 Standard Glass,2024.0,iPad,iPad Pro,7.0,2024,13.0,,M4,,1024.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Pro 13-inch M4 (Gen 7) 2024 Standard Glass,"2TB, Cellular",4150,iPad Pro 13-inch M4 (Gen 7) 2024 Standard Glass,2024.0,iPad,iPad Pro,7.0,2024,13.0,,M4,,2048.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Pro 13-inch M4 (Gen 7) 2024 Nano Glass,"1TB, Wi-Fi",3250,iPad Pro 13-inch M4 (Gen 7) 2024 Nano Glass,2024.0,iPad,iPad Pro,7.0,2024,13.0,,M4,,1024.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Pro 13-inch M4 (Gen 7) 2024 Nano Glass,"2TB, Wi-Fi",3800,iPad Pro 13-inch M4 (Gen 7) 2024 Nano Glass,2024.0,iPad,iPad Pro,7.0,2024,13.0,,M4,,2048.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Pro 13-inch M4 (Gen 7) 2024 Standard Glass,"256GB, Wi-Fi",2230,iPad Pro 13-inch M4 (Gen 7) 2024 Standard Glass,2024.0,iPad,iPad Pro,7.0,2024,13.0,,M4,,256.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Pro 13-inch M4 (Gen 7) 2024 Standard Glass,"512GB, Wi-Fi",2650,iPad Pro 13-inch M4 (Gen 7) 2024 Standard Glass,2024.0,iPad,iPad Pro,7.0,2024,13.0,,M4,,512.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Pro 13-inch M4 (Gen 7) 2024 Standard Glass,"1TB, Wi-Fi",3210,iPad Pro 13-inch M4 (Gen 7) 2024 Standard Glass,2024.0,iPad,iPad Pro,7.0,2024,13.0,,M4,,1024.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Pro 13-inch M4 (Gen 7) 2024 Standard Glass,"2TB, Wi-Fi",3780,iPad Pro 13-inch M4 (Gen 7) 2024 Standard Glass,2024.0,iPad,iPad Pro,7.0,2024,13.0,,M4,,2048.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Pro 9.7‑inch 2016,32GB Cellular,160,iPad Pro 9.7‑inch 2016,2016.0,iPad,iPad Pro,9.0,2016,,,,,32.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Pro 9.7‑inch 2016,32GB Wi-Fi,150,iPad Pro 9.7‑inch 2016,2016.0,iPad,iPad Pro,9.0,2016,,,,,32.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Pro 9.7‑inch 2016,128GB Cellular,170,iPad Pro 9.7‑inch 2016,2016.0,iPad,iPad Pro,9.0,2016,,,,,128.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Pro 9.7‑inch 2016,128GB Wi-Fi,160,iPad Pro 9.7‑inch 2016,2016.0,iPad,iPad Pro,9.0,2016,,,,,128.0,,Wi-Fi,
,Retailer Trade-in,iTworld,iPad,iPad Pro 9.7‑inch 2016,256GB Cellular,210,iPad Pro 9.7‑inch 2016,2016.0,iPad,iPad Pro,9.0,2016,,,,,256.0,,Cellular,
,Retailer Trade-in,iTworld,iPad,iPad Pro 9.7‑inch 2016,256GB Wi-Fi,200,iPad Pro 9.7‑inch 2016,2016.0,iPad,iPad Pro,9.0,2016,,,,,256.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad 7,3GB/128GB Wi-Fi,225,iPad 7,2019.0,iPad,iPad,7.0,,,,,3.0,128.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad 7,3GB/32GB Wi-Fi + Cellular,150,iPad 7,2019.0,iPad,iPad,7.0,,,,,3.0,32.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad 7,3GB/128GB Wi-Fi + Cellular,325,iPad 7,2019.0,iPad,iPad,7.0,,,,,3.0,128.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad 8,3GB/32GB Wi-Fi,225,iPad 8,2020.0,iPad,iPad,8.0,,,,,3.0,32.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad 8,3GB/128GB Wi-Fi,300,iPad 8,2020.0,iPad,iPad,8.0,,,,,3.0,128.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad 8,3GB/32GB Wi-Fi + Cellular,300,iPad 8,2020.0,iPad,iPad,8.0,,,,,3.0,32.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad 8,3GB/128GB Wi-Fi + Cellular,400,iPad 8,2020.0,iPad,iPad,8.0,,,,,3.0,128.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad 9,3GB/64GB Wi-Fi,350,iPad 9,2021.0,iPad,iPad,9.0,,,,,3.0,64.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad 9,3GB/256GB Wi-Fi,525,iPad 9,2021.0,iPad,iPad,9.0,,,,,3.0,256.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad 9,3GB/64GB Wi-Fi + Cellular,525,iPad 9,2021.0,iPad,iPad,9.0,,,,,3.0,64.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad 9,3GB/256GB Wi-Fi + Cellular,650,iPad 9,2021.0,iPad,iPad,9.0,,,,,3.0,256.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad 10,4GB/64GB Wi-Fi,600,iPad 10,2022.0,iPad,iPad,10.0,,,,,4.0,64.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad 10,4GB/256GB Wi-Fi,800,iPad 10,2022.0,iPad,iPad,10.0,,,,,4.0,256.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad 10,4GB/64GB Wi-Fi + Cellular,750,iPad 10,2022.0,iPad,iPad,10.0,,,,,4.0,64.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad 10,4GB/256GB Wi-Fi + Cellular,975,iPad 10,2022.0,iPad,iPad,10.0,,,,,4.0,256.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad 11,4GB/128GB Wi-Fi,600,iPad 11,2025.0,iPad,iPad,11.0,,,,,4.0,128.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad 11,4GB/256GB Wi-Fi,775,iPad 11,2025.0,iPad,iPad,11.0,,,,,4.0,256.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad 11,4GB/512GB Wi-Fi,1075,iPad 11,2025.0,iPad,iPad,11.0,,,,,4.0,512.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad 11,4GB/128GB Wi-Fi + Cellular,800,iPad 11,2025.0,iPad,iPad,11.0,,,,,4.0,128.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad 11,4GB/256GB Wi-Fi + Cellular,1000,iPad 11,2025.0,iPad,iPad,11.0,,,,,4.0,256.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad 11,4GB/512GB Wi-Fi + Cellular,1325,iPad 11,2025.0,iPad,iPad,11.0,,,,,4.0,512.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad Air 4,4GB/64GB Wi-Fi,550,iPad Air 4,2020.0,iPad,iPad Air,4.0,,,,,4.0,64.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad Air 4,4GB/256GB Wi-Fi,725,iPad Air 4,2020.0,iPad,iPad Air,4.0,,,,,4.0,256.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad Air 4,4GB/64GB Wi-Fi + Cellular,720,iPad Air 4,2020.0,iPad,iPad Air,4.0,,,,,4.0,64.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad Air 4,4GB/256GB Wi-Fi + Cellular,845,iPad Air 4,2020.0,iPad,iPad Air,4.0,,,,,4.0,256.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad Air 5,8GB/64GB Wi-Fi,835,iPad Air 5,2022.0,iPad,iPad Air,5.0,,,,,8.0,64.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad Air 5,8GB/256GB Wi-Fi,975,iPad Air 5,2022.0,iPad,iPad Air,5.0,,,,,8.0,256.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad Air 5,8GB/64GB Wi-Fi + Cellular,975,iPad Air 5,2022.0,iPad,iPad Air,5.0,,,,,8.0,64.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad Air 5,8GB/256GB Wi-Fi + Cellular,1075,iPad Air 5,2022.0,iPad,iPad Air,5.0,,,,,8.0,256.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad Air 6 11-inch M2 (2024),8GB/128GB Wi-Fi,1150,iPad Air 6 11-inch M2 (2024),2024.0,iPad,iPad Air,6.0,2024,11.0,,M2,8.0,128.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad Air 6 11-inch M2 (2024),8GB/256GB Wi-Fi,1375,iPad Air 6 11-inch M2 (2024),2024.0,iPad,iPad Air,6.0,2024,11.0,,M2,8.0,256.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad Air 6 11-inch M2 (2024),8GB/512GB Wi-Fi,1575,iPad Air 6 11-inch M2 (2024),2024.0,iPad,iPad Air,6.0,2024,11.0,,M2,8.0,512.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad Air 6 11-inch M2 (2024),8GB/1TB Wi-Fi,1900,iPad Air 6 11-inch M2 (2024),2024.0,iPad,iPad Air,6.0,2024,11.0,,M2,8.0,1024.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad Air 6 11-inch M2 (2024),8GB/128GB Wi-Fi + Cellular,1350,iPad Air 6 11-inch M2 (2024),2024.0,iPad,iPad Air,6.0,2024,11.0,,M2,8.0,128.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad Air 6 11-inch M2 (2024),8GB/256GB Wi-Fi + Cellular,1475,iPad Air 6 11-inch M2 (2024),2024.0,iPad,iPad Air,6.0,2024,11.0,,M2,8.0,256.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad Air 6 11-inch M2 (2024),8GB/512GB Wi-Fi + Cellular,1800,iPad Air 6 11-inch M2 (2024),2024.0,iPad,iPad Air,6.0,2024,11.0,,M2,8.0,512.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad Air 6 11-inch M2 (2024),8GB/1TB Wi-Fi + Cellular,2050,iPad Air 6 11-inch M2 (2024),2024.0,iPad,iPad Air,6.0,2024,11.0,,M2,8.0,1024.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad Air 13-inch M2 (2024),8GB/128GB Wi-Fi,1250,iPad Air 13-inch M2 (2024),2024.0,iPad,iPad Air,,2024,13.0,,M2,8.0,128.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad Air 13-inch M2 (2024),8GB/256GB Wi-Fi,1425,iPad Air 13-inch M2 (2024),2024.0,iPad,iPad Air,,2024,13.0,,M2,8.0,256.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad Air 13-inch M2 (2024),8GB/512GB Wi-Fi,1750,iPad Air 13-inch M2 (2024),2024.0,iPad,iPad Air,,2024,13.0,,M2,8.0,512.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad Air 13-inch M2 (2024),8GB/1TB Wi-Fi,2075,iPad Air 13-inch M2 (2024),2024.0,iPad,iPad Air,,2024,13.0,,M2,8.0,1024.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad Air 13-inch M2 (2024),8GB/128GB Wi-Fi + Cellular,1525,iPad Air 13-inch M2 (2024),2024.0,iPad,iPad Air,,2024,13.0,,M2,8.0,128.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad Air 13-inch M2 (2024),8GB/256GB Wi-Fi + Cellular,1725,iPad Air 13-inch M2 (2024),2024.0,iPad,iPad Air,,2024,13.0,,M2,8.0,256.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad Air 13-inch M2 (2024),8GB/512GB Wi-Fi + Cellular,2075,iPad Air 13-inch M2 (2024),2024.0,iPad,iPad Air,,2024,13.0,,M2,8.0,512.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad Air 13-inch M2 (2024),8GB/1TB Wi-Fi + Cellular,2300,iPad Air 13-inch M2 (2024),2024.0,iPad,iPad Air,,2024,13.0,,M2,8.0,1024.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad Air 11-inch M3 (2025),8GB/128GB Wi-Fi,1225,iPad Air 11-inch M3 (2025),2025.0,iPad,iPad Air,,2025,11.0,,M3,8.0,128.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad Air 11-inch M3 (2025),8GB/256GB Wi-Fi,1425,iPad Air 11-inch M3 (2025),2025.0,iPad,iPad Air,,2025,11.0,,M3,8.0,256.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad Air 11-inch M3 (2025),8GB/512GB Wi-Fi,1825,iPad Air 11-inch M3 (2025),2025.0,iPad,iPad Air,,2025,11.0,,M3,8.0,512.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad Air 11-inch M3 (2025),8GB/1TB Wi-Fi,2175,iPad Air 11-inch M3 (2025),2025.0,iPad,iPad Air,,2025,11.0,,M3,8.0,1024.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad Air 11-inch M3 (2025),8GB/128GB Wi-Fi + Cellular,1600,iPad Air 11-inch M3 (2025),2025.0,iPad,iPad Air,,2025,11.0,,M3,8.0,128.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad Air 11-inch M3 (2025),8GB/256GB Wi-Fi + Cellular,1825,iPad Air 11-inch M3 (2025),2025.0,iPad,iPad Air,,2025,11.0,,M3,8.0,256.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad Air 11-inch M3 (2025),8GB/512GB Wi-Fi + Cellular,2200,iPad Air 11-inch M3 (2025),2025.0,iPad,iPad Air,,2025,11.0,,M3,8.0,512.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad Air 11-inch M3 (2025),8GB/1TB Wi-Fi + Cellular,2575,iPad Air 11-inch M3 (2025),2025.0,iPad,iPad Air,,2025,11.0,,M3,8.0,1024.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad Air 13-inch M3 (2025),8GB/128GB Wi-Fi,1600,iPad Air 13-inch M3 (2025),2025.0,iPad,iPad Air,,2025,13.0,,M3,8.0,128.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad Air 13-inch M3 (2025),8GB/256GB Wi-Fi,1800,iPad Air 13-inch M3 (2025),2025.0,iPad,iPad Air,,2025,13.0,,M3,8.0,256.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad Air 13-inch M3 (2025),8GB/512GB Wi-Fi,2050,iPad Air 13-inch M3 (2025),2025.0,iPad,iPad Air,,2025,13.0,,M3,8.0,512.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad Air 13-inch M3 (2025),8GB/1TB Wi-Fi,2400,iPad Air 13-inch M3 (2025),2025.0,iPad,iPad Air,,2025,13.0,,M3,8.0,1024.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad Air 13-inch M3 (2025),8GB/128GB Wi-Fi + Cellular,1875,iPad Air 13-inch M3 (2025),2025.0,iPad,iPad Air,,2025,13.0,,M3,8.0,128.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad Air 13-inch M3 (2025),8GB/256GB Wi-Fi + Cellular,2100,iPad Air 13-inch M3 (2025),2025.0,iPad,iPad Air,,2025,13.0,,M3,8.0,256.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad Air 13-inch M3 (2025),8GB/512GB Wi-Fi + Cellular,2400,iPad Air 13-inch M3 (2025),2025.0,iPad,iPad Air,,2025,13.0,,M3,8.0,512.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad Air 13-inch M3 (2025),8GB/1TB Wi-Fi + Cellular,2700,iPad Air 13-inch M3 (2025),2025.0,iPad,iPad Air,,2025,13.0,,M3,8.0,1024.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad Mini 6,4GB/64GB Wi-Fi,585,iPad Mini 6,2021.0,iPad,iPad mini,6.0,,,,,4.0,64.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad Mini 6,4GB/256GB Wi-Fi,775,iPad Mini 6,2021.0,iPad,iPad mini,6.0,,,,,4.0,256.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad Mini 6,4GB/64GB Wi-Fi + Cellular,775,iPad Mini 6,2021.0,iPad,iPad mini,6.0,,,,,4.0,64.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad Mini 6,4GB/256GB Wi-Fi + Cellular,925,iPad Mini 6,2021.0,iPad,iPad mini,6.0,,,,,4.0,256.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad Mini 7,8GB/128GB Wi-Fi,850,iPad Mini 7,2024.0,iPad,iPad mini,7.0,,,,,8.0,128.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad Mini 7,8GB/256GB Wi-Fi,1010,iPad Mini 7,2024.0,iPad,iPad mini,7.0,,,,,8.0,256.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad Mini 7,8GB/512GB Wi-Fi,1375,iPad Mini 7,2024.0,iPad,iPad mini,7.0,,,,,8.0,512.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad Mini 7,8GB/128GB Wi-Fi + Cellular,1050,iPad Mini 7,2024.0,iPad,iPad mini,7.0,,,,,8.0,128.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad Mini 7,8GB/256GB Wi-Fi + Cellular,1275,iPad Mini 7,2024.0,iPad,iPad mini,7.0,,,,,8.0,256.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad Mini 7,8GB/512GB Wi-Fi + Cellular,1475,iPad Mini 7,2024.0,iPad,iPad mini,7.0,,,,,8.0,512.0,,Cellular,
,Retailer Trade-in,Machines,iPad,"iPad Pro 11-inch (2020, 2nd Gen)",6GB/128GB Wi-Fi,700,"iPad Pro 11-inch (2020, 2nd Gen)",2020.0,iPad,iPad Pro,2.0,2020,11.0,,,6.0,128.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,"iPad Pro 11-inch (2020, 2nd Gen)",6GB/256GB Wi-Fi,775,"iPad Pro 11-inch (2020, 2nd Gen)",2020.0,iPad,iPad Pro,2.0,2020,11.0,,,6.0,256.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,"iPad Pro 11-inch (2020, 2nd Gen)",6GB/512GB Wi-Fi,900,"iPad Pro 11-inch (2020, 2nd Gen)",2020.0,iPad,iPad Pro,2.0,2020,11.0,,,6.0,512.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,"iPad Pro 11-inch (2020, 2nd Gen)",6GB/1TB Wi-Fi,950,"iPad Pro 11-inch (2020, 2nd Gen)",2020.0,iPad,iPad Pro,2.0,2020,11.0,,,6.0,1024.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,"iPad Pro 11-inch (2020, 2nd Gen)",6GB/128GB Wi-Fi + Cellular,775,"iPad Pro 11-inch (2020, 2nd Gen)",2020.0,iPad,iPad Pro,2.0,2020,11.0,,,6.0,128.0,,Cellular,
,Retailer Trade-in,Machines,iPad,"iPad Pro 11-inch (2020, 2nd Gen)",6GB/256GB Wi-Fi + Cellular,875,"iPad Pro 11-inch (2020, 2nd Gen)",2020.0,iPad,iPad Pro,2.0,2020,11.0,,,6.0,256.0,,Cellular,
,Retailer Trade-in,Machines,iPad,"iPad Pro 11-inch (2020, 2nd Gen)",6GB/512GB Wi-Fi + Cellular,1050,"iPad Pro 11-inch (2020, 2nd Gen)",2020.0,iPad,iPad Pro,2.0,2020,11.0,,,6.0,512.0,,Cellular,
,Retailer Trade-in,Machines,iPad,"iPad Pro 11-inch (2020, 2nd Gen)",6GB/1TB Wi-Fi + Cellular,1075,"iPad Pro 11-inch (2020, 2nd Gen)",2020.0,iPad,iPad Pro,2.0,2020,11.0,,,6.0,1024.0,,Cellular,
,Retailer Trade-in,Machines,iPad,iPad Pro 4 (12.9-inch),6GB/128GB Wi-Fi,900,iPad Pro 4 (12.9-inch),2020.0,iPad,iPad Pro,4.0,,12.9,,,6.0,128.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad Pro 4 (12.9-inch),6GB/256GB Wi-Fi,1050,iPad Pro 4 (12.9-inch),2020.0,iPad,iPad Pro,4.0,,12.9,,,6.0,256.0,,Wi-Fi,
,Retailer Trade-in,Machines,iPad,iPad Pro 4 (12.9-inch),6GB/512GB Wi-Fi,1175,iPad Pro 4 (12.9-inch),2020.0,iPad,iPad Pro,4.0,,12.9,,,6.0,512.0,,Wi-Fi,
