Collection Date,Pricing Category,Provider,Device,Model,Specification,Max. Trade-In Value (RM),Standardized Model,Model_Year,Device Type,Model.1,Generation,Year,Screen Size (inch),Clock Speed,Chipset,RAM (GB),Storage (GB),Storage Type,Connectivity,Model Number
,Retailer Trade-in,Machines,iPhone,iPhone 12 Pro,6GB/256GB,700,iPhone 12 Pro,2020.0,iPhone,iPhone,,,,,,6.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 12 Pro,6GB/512GB,750,iPhone 12 Pro,2020.0,iPhone,iPhone,,,,,,6.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 12 Pro Max,6GB/128GB,800,iPhone 12 Pro Max,2020.0,iPhone,iPhone,,,,,,6.0,128.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 12 Pro Max,6GB/256GB,900,iPhone 12 Pro Max,2020.0,iPhone,iPhone,,,,,,6.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 12 Pro Max,6GB/512GB,975,iPhone 12 Pro Max,2020.0,iPhone,iPhone,,,,,,6.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 13 mini,4GB/128GB,550,iPhone 13 mini,2021.0,iPhone,iPhone,,,,,,4.0,128.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 13 mini,4GB/256GB,600,iPhone 13 mini,2021.0,iPhone,iPhone,,,,,,4.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 13 mini,4GB/512GB,675,iPhone 13 mini,2021.0,iPhone,iPhone,,,,,,4.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 13,4GB/128GB,740,iPhone 13,2021.0,iPhone,iPhone,,,,,,4.0,128.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 13,4GB/256GB,840,iPhone 13,2021.0,iPhone,iPhone,,,,,,4.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 13,4GB/512GB,900,iPhone 13,2021.0,iPhone,iPhone,,,,,,4.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 13 Pro,6GB/128GB,975,iPhone 13 Pro,2021.0,iPhone,iPhone,,,,,,6.0,128.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 13 Pro,6GB/256GB,1050,iPhone 13 Pro,2021.0,iPhone,iPhone,,,,,,6.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 13 Pro,6GB/512GB,1140,iPhone 13 Pro,2021.0,iPhone,iPhone,,,,,,6.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 13 Pro,6GB/1TB,1250,iPhone 13 Pro,2021.0,iPhone,iPhone,,,,,,6.0,1024.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 13 Pro Max,6GB/128GB,1100,iPhone 13 Pro Max,2021.0,iPhone,iPhone,,,,,,6.0,128.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 13 Pro Max,6GB/256GB,1275,iPhone 13 Pro Max,2021.0,iPhone,iPhone,,,,,,6.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 13 Pro Max,6GB/512GB,1325,iPhone 13 Pro Max,2021.0,iPhone,iPhone,,,,,,6.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 13 Pro Max,6GB/1TB,1450,iPhone 13 Pro Max,2021.0,iPhone,iPhone,,,,,,6.0,1024.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14,6GB/128GB,925,iPhone 14,2022.0,iPhone,iPhone,,,,,,6.0,128.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14,6GB/256GB,1000,iPhone 14,2022.0,iPhone,iPhone,,,,,,6.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14,6GB/512GB,1100,iPhone 14,2022.0,iPhone,iPhone,,,,,,6.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14 Plus,6GB/128GB,1000,iPhone 14 Plus,2022.0,iPhone,iPhone,,,,,,6.0,128.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14 Plus,6GB/256GB,1100,iPhone 14 Plus,2022.0,iPhone,iPhone,,,,,,6.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14 Plus,6GB/512GB,1225,iPhone 14 Plus,2022.0,iPhone,iPhone,,,,,,6.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14 Pro,6GB/128GB,1325,iPhone 14 Pro,2022.0,iPhone,iPhone,,,,,,6.0,128.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14 Pro,6GB/256GB,1540,iPhone 14 Pro,2022.0,iPhone,iPhone,,,,,,6.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14 Pro,6GB/512GB,1600,iPhone 14 Pro,2022.0,iPhone,iPhone,,,,,,6.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14 Pro,6GB/1TB,1675,iPhone 14 Pro,2022.0,iPhone,iPhone,,,,,,6.0,1024.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14 Pro Max,6GB/128GB,1575,iPhone 14 Pro Max,2022.0,iPhone,iPhone,,,,,,6.0,128.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14 Pro Max,6GB/256GB,1700,iPhone 14 Pro Max,2022.0,iPhone,iPhone,,,,,,6.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14 Pro Max,6GB/512GB,1835,iPhone 14 Pro Max,2022.0,iPhone,iPhone,,,,,,6.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14 Pro Max,6GB/1TB,1975,iPhone 14 Pro Max,2022.0,iPhone,iPhone,,,,,,6.0,1024.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14 (eSIM),6GB/128GB,850,iPhone 14 (eSIM),2022.0,iPhone,iPhone 14,,,,,,6.0,128.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14 (eSIM),6GB/256GB,935,iPhone 14 (eSIM),2022.0,iPhone,iPhone 14,,,,,,6.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14 (eSIM),6GB/512GB,1020,iPhone 14 (eSIM),2022.0,iPhone,iPhone 14,,,,,,6.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14 Plus (eSIM),6GB/128GB,895,iPhone 14 Plus (eSIM),2022.0,iPhone,iPhone 14 Plus,,,,,,6.0,128.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14 Plus (eSIM),6GB/256GB,985,iPhone 14 Plus (eSIM),2022.0,iPhone,iPhone 14 Plus,,,,,,6.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14 Plus (eSIM),6GB/512GB,1080,iPhone 14 Plus (eSIM),2022.0,iPhone,iPhone 14 Plus,,,,,,6.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14 Pro (eSIM),6GB/128GB,1140,iPhone 14 Pro (eSIM),2022.0,iPhone,iPhone 14 Pro,,,,,,6.0,128.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14 Pro (eSIM),6GB/256GB,1310,iPhone 14 Pro (eSIM),2022.0,iPhone,iPhone 14 Pro,,,,,,6.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14 Pro (eSIM),6GB/512GB,1375,iPhone 14 Pro (eSIM),2022.0,iPhone,iPhone 14 Pro,,,,,,6.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14 Pro (eSIM),6GB/1TB,1465,iPhone 14 Pro (eSIM),2022.0,iPhone,iPhone 14 Pro,,,,,,6.0,1024.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14 Pro Max (eSIM),6GB/128GB,1350,iPhone 14 Pro Max (eSIM),2022.0,iPhone,iPhone 14 Pro Max,,,,,,6.0,128.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14 Pro Max (eSIM),6GB/256GB,1445,iPhone 14 Pro Max (eSIM),2022.0,iPhone,iPhone 14 Pro Max,,,,,,6.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14 Pro Max (eSIM),6GB/512GB,1560,iPhone 14 Pro Max (eSIM),2022.0,iPhone,iPhone 14 Pro Max,,,,,,6.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 14 Pro Max (eSIM),6GB/1TB,1700,iPhone 14 Pro Max (eSIM),2022.0,iPhone,iPhone 14 Pro Max,,,,,,6.0,1024.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 15,6GB/128GB,1460,iPhone 15,2023.0,iPhone,iPhone,,,,,,6.0,128.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 15,6GB/256GB,1625,iPhone 15,2023.0,iPhone,iPhone,,,,,,6.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 15,6GB/512GB,1775,iPhone 15,2023.0,iPhone,iPhone,,,,,,6.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 15 Plus,6GB/128GB,1550,iPhone 15 Plus,2023.0,iPhone,iPhone,,,,,,6.0,128.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 15 Plus,6GB/256GB,1775,iPhone 15 Plus,2023.0,iPhone,iPhone,,,,,,6.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 15 Plus,6GB/512GB,1975,iPhone 15 Plus,2023.0,iPhone,iPhone,,,,,,6.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 15 Pro,8GB/128GB,1725,iPhone 15 Pro,2023.0,iPhone,iPhone,,,,,,8.0,128.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 15 Pro,8GB/256GB,2000,iPhone 15 Pro,2023.0,iPhone,iPhone,,,,,,8.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 15 Pro,8GB/512GB,2125,iPhone 15 Pro,2023.0,iPhone,iPhone,,,,,,8.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 15 Pro,8GB/1TB,2350,iPhone 15 Pro,2023.0,iPhone,iPhone,,,,,,8.0,1024.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 15 Pro Max,8GB/256GB,2200,iPhone 15 Pro Max,2023.0,iPhone,iPhone,,,,,,8.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 15 Pro Max,8GB/512GB,2425,iPhone 15 Pro Max,2023.0,iPhone,iPhone,,,,,,8.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 15 Pro Max,8GB/1TB,2650,iPhone 15 Pro Max,2023.0,iPhone,iPhone,,,,,,8.0,1024.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 15 (eSIM),6GB/128GB,1210,iPhone 15 (eSIM),2023.0,iPhone,iPhone 15,,,,,,6.0,128.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 15 (eSIM),6GB/256GB,1320,iPhone 15 (eSIM),2023.0,iPhone,iPhone 15,,,,,,6.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 15 (eSIM),6GB/512GB,1445,iPhone 15 (eSIM),2023.0,iPhone,iPhone 15,,,,,,6.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 15 Plus (eSIM),6GB/128GB,1295,iPhone 15 Plus (eSIM),2023.0,iPhone,iPhone 15 Plus,,,,,,6.0,128.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 15 Plus (eSIM),6GB/256GB,1440,iPhone 15 Plus (eSIM),2023.0,iPhone,iPhone 15 Plus,,,,,,6.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 15 Plus (eSIM),6GB/512GB,1640,iPhone 15 Plus (eSIM),2023.0,iPhone,iPhone 15 Plus,,,,,,6.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 15 Pro (eSIM),8GB/128GB,1535,iPhone 15 Pro (eSIM),2023.0,iPhone,iPhone 15 Pro,,,,,,8.0,128.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 15 Pro (eSIM),8GB/256GB,1665,iPhone 15 Pro (eSIM),2023.0,iPhone,iPhone 15 Pro,,,,,,8.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 15 Pro (eSIM),8GB/512GB,1830,iPhone 15 Pro (eSIM),2023.0,iPhone,iPhone 15 Pro,,,,,,8.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 15 Pro (eSIM),8GB/1TB,2050,iPhone 15 Pro (eSIM),2023.0,iPhone,iPhone 15 Pro,,,,,,8.0,1024.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 15 Pro Max (eSIM),8GB/256GB,1830,iPhone 15 Pro Max (eSIM),2023.0,iPhone,iPhone 15 Pro Max,,,,,,8.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 15 Pro Max (eSIM),8GB/512GB,2090,iPhone 15 Pro Max (eSIM),2023.0,iPhone,iPhone 15 Pro Max,,,,,,8.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 15 Pro Max (eSIM),8GB/1TB,2340,iPhone 15 Pro Max (eSIM),2023.0,iPhone,iPhone 15 Pro Max,,,,,,8.0,1024.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16e,8GB/128GB,1125,iPhone 16e,2025.0,iPhone,iPhone,,,,,,8.0,128.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16e,8GB/256GB,1275,iPhone 16e,2025.0,iPhone,iPhone,,,,,,8.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16e,8GB/512GB,1675,iPhone 16e,2025.0,iPhone,iPhone,,,,,,8.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16,8GB/128GB,1800,iPhone 16,2024.0,iPhone,iPhone,,,,,,8.0,128.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16,8GB/256GB,2075,iPhone 16,2024.0,iPhone,iPhone,,,,,,8.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16,8GB/512GB,2430,iPhone 16,2024.0,iPhone,iPhone,,,,,,8.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16 Plus,8GB/128GB,2120,iPhone 16 Plus,2024.0,iPhone,iPhone,,,,,,8.0,128.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16 Plus,8GB/256GB,2335,iPhone 16 Plus,2024.0,iPhone,iPhone,,,,,,8.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16 Plus,8GB/512GB,2690,iPhone 16 Plus,2024.0,iPhone,iPhone,,,,,,8.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16 Pro,8GB/128GB,2300,iPhone 16 Pro,2024.0,iPhone,iPhone,,,,,,8.0,128.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16 Pro,8GB/256GB,2525,iPhone 16 Pro,2024.0,iPhone,iPhone,,,,,,8.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16 Pro,8GB/512GB,2925,iPhone 16 Pro,2024.0,iPhone,iPhone,,,,,,8.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16 Pro,8GB/1TB,3400,iPhone 16 Pro,2024.0,iPhone,iPhone,,,,,,8.0,1024.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16 Pro Max,8GB/256GB,3075,iPhone 16 Pro Max,2024.0,iPhone,iPhone,,,,,,8.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16 Pro Max,8GB/512GB,3300,iPhone 16 Pro Max,2024.0,iPhone,iPhone,,,,,,8.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16 Pro Max,8GB/1TB,3675,iPhone 16 Pro Max,2024.0,iPhone,iPhone,,,,,,8.0,1024.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16e (eSIM),8GB/128GB,1065,iPhone 16e (eSIM),2025.0,iPhone,iPhone 16e,,,,,,8.0,128.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16e (eSIM),8GB/256GB,1225,iPhone 16e (eSIM),2025.0,iPhone,iPhone 16e,,,,,,8.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16e (eSIM),8GB/512GB,1590,iPhone 16e (eSIM),2025.0,iPhone,iPhone 16e,,,,,,8.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16 (eSIM),8GB/128GB,1570,iPhone 16 (eSIM),2024.0,iPhone,iPhone 16,,,,,,8.0,128.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16 (eSIM),8GB/256GB,1785,iPhone 16 (eSIM),2024.0,iPhone,iPhone 16,,,,,,8.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16 (eSIM),8GB/512GB,2065,iPhone 16 (eSIM),2024.0,iPhone,iPhone 16,,,,,,8.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16 Plus (eSIM),8GB/128GB,1800,iPhone 16 Plus (eSIM),2024.0,iPhone,iPhone 16 Plus,,,,,,8.0,128.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16 Plus (eSIM),8GB/256GB,1985,iPhone 16 Plus (eSIM),2024.0,iPhone,iPhone 16 Plus,,,,,,8.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16 Plus (eSIM),8GB/512GB,2285,iPhone 16 Plus (eSIM),2024.0,iPhone,iPhone 16 Plus,,,,,,8.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16 Pro (eSIM),8GB/128GB,2110,iPhone 16 Pro (eSIM),2024.0,iPhone,iPhone 16 Pro,,,,,,8.0,128.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16 Pro (eSIM),8GB/256GB,2295,iPhone 16 Pro (eSIM),2024.0,iPhone,iPhone 16 Pro,,,,,,8.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16 Pro (eSIM),8GB/512GB,2600,iPhone 16 Pro (eSIM),2024.0,iPhone,iPhone 16 Pro,,,,,,8.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16 Pro (eSIM),8GB/1TB,2945,iPhone 16 Pro (eSIM),2024.0,iPhone,iPhone 16 Pro,,,,,,8.0,1024.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16 Pro Max (eSIM),8GB/256GB,2665,iPhone 16 Pro Max (eSIM),2024.0,iPhone,iPhone 16 Pro Max,,,,,,8.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16 Pro Max (eSIM),8GB/512GB,2940,iPhone 16 Pro Max (eSIM),2024.0,iPhone,iPhone 16 Pro Max,,,,,,8.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 16 Pro Max (eSIM),8GB/1TB,3245,iPhone 16 Pro Max (eSIM),2024.0,iPhone,iPhone 16 Pro Max,,,,,,8.0,1024.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 17,8GB/256GB,2135,iPhone 17,2025.0,iPhone,iPhone,,,,,,8.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 17,8GB/512GB,2670,iPhone 17,2025.0,iPhone,iPhone,,,,,,8.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone Air,8GB/256GB,2490,iPhone Air,2025.0,iPhone,iPhone,,,,,,8.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone Air,8GB/512GB,2965,iPhone Air,2025.0,iPhone,iPhone,,,,,,8.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone Air,8GB/1TB,3445,iPhone Air,2025.0,iPhone,iPhone,,,,,,8.0,1024.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 17 Pro,12GB/256GB,3035,iPhone 17 Pro,2025.0,iPhone,iPhone,,,,,,12.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 17 Pro,12GB/512GB,3570,iPhone 17 Pro,2025.0,iPhone,iPhone,,,,,,12.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 17 Pro,12GB/1TB,4100,iPhone 17 Pro,2025.0,iPhone,iPhone,,,,,,12.0,1024.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 17 Pro Max,12GB/256GB,3300,iPhone 17 Pro Max,2025.0,iPhone,iPhone,,,,,,12.0,256.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 17 Pro Max,12GB/512GB,3835,iPhone 17 Pro Max,2025.0,iPhone,iPhone,,,,,,12.0,512.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 17 Pro Max,12GB/1TB,4370,iPhone 17 Pro Max,2025.0,iPhone,iPhone,,,,,,12.0,1024.0,,,
,Retailer Trade-in,Machines,iPhone,iPhone 17 Pro Max,12GB/2TB,5435,iPhone 17 Pro Max,2025.0,iPhone,iPhone,,,,,,12.0,2048.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 17 Pro Max,2TB,6010,iPhone 17 Pro Max,2025.0,iPhone,iPhone 17 Pro Max,,,,,,,2048.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 17 Pro Max,1TB,4800,iPhone 17 Pro Max,2025.0,iPhone,iPhone 17 Pro Max,,,,,,,1024.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 17 Pro Max,512GB,4130,iPhone 17 Pro Max,2025.0,iPhone,iPhone 17 Pro Max,,,,,,,512.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 17 Pro Max,256GB,3500,iPhone 17 Pro Max,2025.0,iPhone,iPhone 17 Pro Max,,,,,,,256.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 17 Pro,1TB,4150,iPhone 17 Pro,2025.0,iPhone,iPhone 17 Pro,,,,,,,1024.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 17 Pro,512GB,3600,iPhone 17 Pro,2025.0,iPhone,iPhone 17 Pro,,,,,,,512.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 17 Pro,256GB,3190,iPhone 17 Pro,2025.0,iPhone,iPhone 17 Pro,,,,,,,256.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 17,512GB,2700,iPhone 17,2025.0,iPhone,iPhone 17,,,,,,,512.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 17,256GB,2290,iPhone 17,2025.0,iPhone,iPhone 17,,,,,,,256.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone Air,256GB,2200,iPhone Air,2025.0,iPhone,iPhone Air,,,,,,,256.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone Air,512GB,2400,iPhone Air,2025.0,iPhone,iPhone Air,,,,,,,512.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone Air,1TB,2800,iPhone Air,2025.0,iPhone,iPhone Air,,,,,,,1024.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 16 Pro Max,1TB,3500,iPhone 16 Pro Max,2024.0,iPhone,iPhone 16 Pro Max,,,,,,,1024.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 16 Pro Max,512GB,3200,iPhone 16 Pro Max,2024.0,iPhone,iPhone 16 Pro Max,,,,,,,512.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 16 Pro Max,256GB,3010,iPhone 16 Pro Max,2024.0,iPhone,iPhone 16 Pro Max,,,,,,,256.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 16 Pro,1TB,2900,iPhone 16 Pro,2024.0,iPhone,iPhone 16 Pro,,,,,,,1024.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 16 Pro,512GB,2700,iPhone 16 Pro,2024.0,iPhone,iPhone 16 Pro,,,,,,,512.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 16 Pro,256GB,2540,iPhone 16 Pro,2024.0,iPhone,iPhone 16 Pro,,,,,,,256.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 16 Pro,128GB,2310,iPhone 16 Pro,2024.0,iPhone,iPhone 16 Pro,,,,,,,128.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 16 Plus,512GB,2500,iPhone 16 Plus,2024.0,iPhone,iPhone 16 Plus,,,,,,,512.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 16 Plus,256GB,2250,iPhone 16 Plus,2024.0,iPhone,iPhone 16 Plus,,,,,,,256.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 16 Plus,128GB,2090,iPhone 16 Plus,2024.0,iPhone,iPhone 16 Plus,,,,,,,128.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 16,512GB,2180,iPhone 16,2024.0,iPhone,iPhone 16,,,,,,,512.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 16,256GB,1980,iPhone 16,2024.0,iPhone,iPhone 16,,,,,,,256.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 16,128GB,1800,iPhone 16,2024.0,iPhone,iPhone 16,,,,,,,128.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 16e,512GB,1500,iPhone 16e,2025.0,iPhone,iPhone 16e,,,,,,,512.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 16e,256GB,1200,iPhone 16e,2025.0,iPhone,iPhone 16e,,,,,,,256.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 16e,128GB,1050,iPhone 16e,2025.0,iPhone,iPhone 16e,,,,,,,128.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 15 Pro Max,1TB,2660,iPhone 15 Pro Max,2023.0,iPhone,iPhone 15 Pro Max,,,,,,,1024.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 15 Pro Max,512GB,2440,iPhone 15 Pro Max,2023.0,iPhone,iPhone 15 Pro Max,,,,,,,512.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 15 Pro Max,256GB,2210,iPhone 15 Pro Max,2023.0,iPhone,iPhone 15 Pro Max,,,,,,,256.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 15 Pro,1TB,2360,iPhone 15 Pro,2023.0,iPhone,iPhone 15 Pro,,,,,,,1024.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 15 Pro,512GB,2140,iPhone 15 Pro,2023.0,iPhone,iPhone 15 Pro,,,,,,,512.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 15 Pro,256GB,2010,iPhone 15 Pro,2023.0,iPhone,iPhone 15 Pro,,,,,,,256.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 15 Pro,128GB,1740,iPhone 15 Pro,2023.0,iPhone,iPhone 15 Pro,,,,,,,128.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 15 Plus,512GB,1800,iPhone 15 Plus,2023.0,iPhone,iPhone 15 Plus,,,,,,,512.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 15 Plus,256GB,1600,iPhone 15 Plus,2023.0,iPhone,iPhone 15 Plus,,,,,,,256.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 15 Plus,128GB,1450,iPhone 15 Plus,2023.0,iPhone,iPhone 15 Plus,,,,,,,128.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 15,512GB,1600,iPhone 15,2023.0,iPhone,iPhone 15,,,,,,,512.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 15,256GB,1450,iPhone 15,2023.0,iPhone,iPhone 15,,,,,,,256.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 15,128GB,1300,iPhone 15,2023.0,iPhone,iPhone 15,,,,,,,128.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 14 Pro Max,1TB,1990,iPhone 14 Pro Max,2022.0,iPhone,iPhone 14 Pro Max,,,,,,,1024.0,,,
,Retailer Trade-in,Switch,iPhone,iPhone 14 Pro Max,512GB,1850,iPhone 14 Pro Max,2022.0,iPhone,iPhone 14 Pro Max,,,,,,,512.0,,,
