Collection Date,Pricing Category,Provider,Device,Model,Specification,Max. Trade-In Value (RM),Standardized Model,Model_Year,Device Type,Model.1,Generation,Year,Screen Size (inch),Clock Speed,Chipset,RAM (GB),Storage (GB),Storage Type,Connectivity,Model Number
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone SE 2022 5G,128GB,350,Apple iPhone SE 2022 5G,2022.0,iPhone,iPhone SE,,2022,,,,,128.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone SE 2022 5G,256GB,380,Apple iPhone SE 2022 5G,2022.0,iPhone,iPhone SE,,2022,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone SE 2022 5G,64GB,300,Apple iPhone SE 2022 5G,2022.0,iPhone,iPhone SE,,2022,,,,,64.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone X,256GB,130,Apple iPhone X,2017.0,iPhone,iPhone X,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone X,64GB,185,Apple iPhone X,2017.0,iPhone,iPhone X,,,,,,,64.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone XR,128GB,220,Apple iPhone XR,2018.0,iPhone,iPhone Xr,,,,,,,128.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone XR,256GB,270,Apple iPhone XR,2018.0,iPhone,iPhone Xr,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone XR,64GB,155,Apple iPhone XR,2018.0,iPhone,iPhone Xr,,,,,,,64.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone XS,256GB,255,Apple iPhone XS,2018.0,iPhone,iPhone Xs,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone XS,512GB,305,Apple iPhone XS,2018.0,iPhone,iPhone Xs,,,,,,,512.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone XS,64GB,205,Apple iPhone XS,2018.0,iPhone,iPhone Xs,,,,,,,64.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone XS Max,256GB,365,Apple iPhone XS Max,2018.0,iPhone,iPhone Xs Max,,,,,,,256.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone XS Max,512GB,390,Apple iPhone XS Max,2018.0,iPhone,iPhone Xs Max,,,,,,,512.0,,,
,Retailer Trade-in,U Mobile,iPhone,Apple iPhone XS Max,64GB,285,Apple iPhone XS Max,2018.0,iPhone,iPhone Xs Max,,,,,,,64.0,,,
,Official Trade-in,Apple,iPhone,iPhone 16 Pro Max,,3675,iPhone 16 Pro Max,2024.0,iPhone,iPhone 16 Pro Max Nan,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone 16 Pro,,3400,iPhone 16 Pro,2024.0,iPhone,iPhone 16 Pro Nan,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone 16 Plus,,2800,iPhone 16 Plus,2024.0,iPhone,iPhone 16 Plus Nan,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone 16,,2475,iPhone 16,2024.0,iPhone,iPhone 16 Nan,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone 16e,,1675,iPhone 16e,2025.0,iPhone,iPhone 16e Nan,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone 15 Pro Max,,2650,iPhone 15 Pro Max,2023.0,iPhone,iPhone 15 Pro Max Nan,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone 15 Pro,,2350,iPhone 15 Pro,2023.0,iPhone,iPhone 15 Pro Nan,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone 15 Plus,,1975,iPhone 15 Plus,2023.0,iPhone,iPhone 15 Plus Nan,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone 15,,1775,iPhone 15,2023.0,iPhone,iPhone 15 Nan,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone 14 Pro Max,,1975,iPhone 14 Pro Max,2022.0,iPhone,iPhone 14 Pro Max Nan,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone 14 Pro,,1675,iPhone 14 Pro,2022.0,iPhone,iPhone 14 Pro Nan,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone 14 Plus,,1300,iPhone 14 Plus,2022.0,iPhone,iPhone 14 Plus Nan,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone 14,,1150,iPhone 14,2022.0,iPhone,iPhone 14 Nan,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone SE (3rd generation),,350,iPhone SE (3rd generation),2022.0,iPhone,iPhone SE,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone 13 Pro Max,,1500,iPhone 13 Pro Max,2021.0,iPhone,iPhone 13 Pro Max Nan,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone 13 Pro,,1250,iPhone 13 Pro,2021.0,iPhone,iPhone 13 Pro Nan,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone 13,,950,iPhone 13,2021.0,iPhone,iPhone 13 Nan,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone 13 mini,,675,iPhone 13 mini,2021.0,iPhone,iPhone 13 mini Nan,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone 12 Pro Max,,975,iPhone 12 Pro Max,2020.0,iPhone,iPhone 12 Pro Max Nan,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone 12 Pro,,750,iPhone 12 Pro,2020.0,iPhone,iPhone 12 Pro Nan,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone 12,,575,iPhone 12,2020.0,iPhone,iPhone 12 Nan,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone 12 mini,,400,iPhone 12 mini,2020.0,iPhone,iPhone 12 mini Nan,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone 11 Pro Max,,675,iPhone 11 Pro Max,2019.0,iPhone,iPhone 11 Pro Max Nan,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone 11 Pro,,575,iPhone 11 Pro,2019.0,iPhone,iPhone 11 Pro Nan,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone 11,,550,iPhone 11,2019.0,iPhone,iPhone 11 Nan,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone Xs Max,,400,iPhone Xs Max,2018.0,iPhone,iPhone Xs Max Nan,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone Xs,,325,iPhone Xs,2018.0,iPhone,iPhone Xs Nan,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone Xr,,275,iPhone Xr,2018.0,iPhone,iPhone Xr Nan,,,,,,,,,,
,Official Trade-in,Apple,iPhone,iPhone X,,200,iPhone X,2017.0,iPhone,iPhone X Nan,,,,,,,,,,
